sku_id,kategori,arsvolum,cv_target,pris,leveringstid_dager,lt_variabilitet,holdbarhet_dager,substitusjonsgrad,kampanjer_ar,salg_total,salg_gj_daglig,salg_std_daglig,salg_max,antall_nulldager,antall_dager,cv_observert,nulldag_andel,klasse
S00608,ikke-mat,481.68,0.809,69.4,9.8,0.151,1101.1,0.311,2.63,1329,1.8205479452054794,2.020298834603442,14,199,730,1.109720202603847,0.2726027397260274,1
S00609,frossen,2487.23,0.47,43.96,25.19,0.205,328.7,0.558,4.29,5704,7.813698630136987,5.059408789843099,36,8,730,0.6475049818698215,0.010958904109589041,1
S00610,ferskvare,5684.25,0.489,24.18,2.35,0.232,6.8,0.477,2.72,12740,17.45205479452055,10.042490107986659,102,0,730,0.5754331066585762,0.0,0
S00611,ikke-mat,480.04,0.909,118.86,9.26,0.311,613.4,0.108,0.21,1431,1.9602739726027398,2.361629702004578,22,220,730,1.2047447117144248,0.3013698630136986,1
S00612,premium,261.97,0.58,317.09,11.12,0.224,1412.2,0.373,1.21,305,0.4178082191780822,0.7586433754576444,5,516,730,1.8157693904396077,0.7068493150684931,2
S00613,frossen,2439.03,0.215,83.32,9.58,0.22,342.4,0.24,2.41,4971,6.80958904109589,3.8125726738378853,38,4,730,0.5598829313823489,0.005479452054794521,1
S00614,ferskvare,8128.24,0.405,25.32,1.01,0.129,2.4,0.62,5.58,17727,24.283561643835615,13.996487053855065,191,0,730,0.5763770265309527,0.0,0
S00615,sesong,1585.1,0.806,111.5,7.95,0.172,193.5,0.326,3.97,4517,6.1876712328767125,6.963680916600419,82,36,730,1.1254122358021488,0.049315068493150684,1
S00616,ferskvare,2555.75,0.357,34.6,1.92,0.198,4.1,0.381,1.51,5441,7.453424657534247,4.111764452315493,39,2,730,0.5516611009355467,0.0027397260273972603,1
S00617,ikke-mat,1136.67,0.675,153.25,25.1,0.413,1643.7,0.341,1.69,3023,4.141095890410959,3.5698914546035057,25,53,730,0.8620644266822888,0.07260273972602739,1
S00618,premium,114.59,0.713,1241.28,13.53,0.196,1313.6,0.211,0.15,295,0.4041095890410959,0.8095686934752659,6,534,730,2.003339478769302,0.7315068493150685,2
S00619,ikke-mat,72.7,1.7,246.16,28.91,0.456,1569.8,0.444,1.53,228,0.31232876712328766,0.6612838669355693,7,558,730,2.1172685213287963,0.7643835616438356,2
S00620,kampanje,2527.46,0.925,91.97,5.78,0.346,173.6,0.421,19.83,9109,12.478082191780821,21.85028711645282,311,27,730,1.7510933796257062,0.036986301369863014,1
S00621,sesong,641.53,0.506,132.05,13.88,0.211,245.6,0.233,6.14,1470,2.0136986301369864,1.8196696265133365,12,151,730,0.9036454607855344,0.20684931506849316,1
S00622,ferskvare,11113.25,0.484,72.18,2.17,0.249,2.4,0.405,1.46,24209,33.16301369863014,15.734578374129034,107,0,730,0.47446165529820294,0.0,0
S00623,ikke-mat,68.94,1.471,184.18,5.31,0.371,1823.1,0.218,0.74,220,0.3013698630136986,0.6368848118477899,5,565,730,2.1132996029494846,0.773972602739726,2
S00624,frossen,2768.15,0.37,76.4,14.29,0.328,245.3,0.358,2.16,5789,7.9301369863013695,4.270907901394816,35,2,730,0.5385667244806038,0.0027397260273972603,1
S00625,daglig,6725.16,0.248,14.32,4.54,0.273,7.9,0.458,2.88,14351,19.65890410958904,9.729402436637983,135,0,730,0.4949107225103287,0.0,0
S00626,reservedel,26.41,2.466,1445.84,30.63,0.506,2895.7,0.074,0.32,66,0.09041095890410959,0.45667263928137314,5,694,730,5.0510761617485205,0.9506849315068493,2
S00627,ferskvare,4402.27,0.493,64.94,2.66,0.142,3.0,0.317,5.34,9904,13.567123287671233,8.219653499225542,63,0,730,0.6058508738322542,0.0,0
S00628,kampanje,4736.91,0.744,26.94,11.23,0.35,129.9,0.382,18.96,12910,17.684931506849313,15.796004697346563,152,4,730,0.893190040980867,0.005479452054794521,0
S00629,ferskvare,3172.72,0.478,82.83,2.86,0.189,3.5,0.445,5.1,7395,10.13013698630137,7.137358676015795,84,1,730,0.704566846990065,0.0013698630136986301,0
S00630,premium,122.62,0.585,427.5,19.2,0.415,1398.3,0.228,2.35,277,0.37945205479452054,0.7006677011714668,5,523,730,1.846524988646826,0.7164383561643836,2
S00631,daglig,8779.95,0.194,59.85,2.12,0.219,22.0,0.673,3.53,18046,24.720547945205478,11.448518499396828,175,0,730,0.4631175055169946,0.0,0
S00632,premium,464.55,0.738,1526.46,6.94,0.359,1182.8,0.157,0.71,362,0.4958904109589041,0.8202576389670391,5,472,730,1.6541107084141948,0.6465753424657534,2
S00633,daglig,6553.53,0.207,32.78,5.72,0.212,15.9,0.791,4.78,13546,18.556164383561644,8.737145938457003,115,0,730,0.4708487033126836,0.0,0
S00634,premium,268.41,0.953,699.49,8.86,0.356,232.3,0.305,0.6,413,0.5657534246575342,0.9878159220068021,10,467,730,1.7460184577844204,0.6397260273972603,1
S00635,frossen,1883.75,0.421,155.34,14.45,0.233,191.9,0.527,3.07,4150,5.684931506849315,4.003690726428301,38,17,730,0.7042636699500385,0.023287671232876714,1
S00636,ferskvare,4401.37,0.366,29.15,2.45,0.17,1.2,0.684,1.74,9558,13.093150684931507,7.682633735627964,102,0,730,0.5867673809383149,0.0,0
S00637,daglig,5199.58,0.297,49.27,2.02,0.286,21.9,0.78,6.9,11361,15.563013698630137,8.814939414763867,113,0,730,0.566403113526769,0.0,0
S00638,kampanje,5121.55,0.941,55.73,8.43,0.332,94.0,0.593,9.1,15949,21.84794520547945,26.471614891218522,324,6,730,1.2116294984381166,0.00821917808219178,1
S00639,frossen,1382.29,0.578,60.67,9.71,0.362,458.4,0.496,5.84,3321,4.549315068493151,3.846635473826044,29,33,730,0.8455416729578478,0.045205479452054796,1
S00640,premium,181.77,1.409,763.26,12.67,0.284,187.5,0.272,2.24,377,0.5164383561643836,1.0185540328663714,9,504,730,1.972266429688199,0.6904109589041096,2
S00641,reservedel,79.78,1.802,636.13,48.76,0.277,906.2,0.206,0.22,217,0.29726027397260274,0.7878488367087647,7,594,730,2.6503670543658906,0.8136986301369863,2
S00642,sesong,3155.82,0.82,37.18,17.96,0.309,103.1,0.307,3.68,8152,11.167123287671233,11.642692060141233,161,16,730,1.0425865068575932,0.021917808219178082,1
S00643,kampanje,1478.54,1.164,40.77,10.83,0.226,61.4,0.48,14.88,5218,7.147945205479452,10.679263518492506,166,63,730,1.4940326501532253,0.0863013698630137,1
S00644,ikke-mat,156.92,0.6,190.15,14.15,0.459,1697.4,0.452,0.57,414,0.5671232876712329,0.8568380310135031,6,438,730,1.5108496682122157,0.6,1
S00645,ikke-mat,1865.46,0.975,315.3,10.93,0.263,1621.2,0.2,3.86,5777,7.913698630136986,9.075325916196249,90,38,730,1.146786899571276,0.052054794520547946,1
S00646,ferskvare,5298.08,0.258,34.12,1.34,0.176,1.7,0.55,5.37,11120,15.232876712328768,7.5188296741766,93,0,730,0.4935922358047588,0.0,0
S00647,frossen,2050.54,0.36,164.68,19.42,0.22,331.7,0.387,3.31,4503,6.168493150684932,4.152820672385222,37,4,730,0.6732309773131717,0.005479452054794521,1
S00648,kampanje,5764.61,1.188,37.6,5.93,0.229,115.5,0.477,10.99,18326,25.104109589041094,32.10784484373307,343,2,730,1.2789875988172619,0.0027397260273972603,1
S00649,sesong,1012.33,0.591,148.98,9.9,0.19,351.1,0.424,5.4,2415,3.308219178082192,3.219805540083972,30,92,730,0.9732745524891508,0.12602739726027398,1
S00650,ferskvare,6595.67,0.432,41.01,2.68,0.213,2.8,0.543,2.85,14330,19.63013698630137,10.52973690923199,84,0,730,0.5364066953063051,0.0,0
S00651,ikke-mat,124.37,1.26,289.37,20.0,0.343,788.5,0.489,2.49,389,0.5328767123287671,1.0208464701626279,13,485,730,1.9157273090455484,0.6643835616438356,2
S00652,daglig,6882.86,0.286,24.39,2.26,0.17,11.1,0.665,7.27,14914,20.43013698630137,11.925519718542283,143,0,730,0.5837219655716687,0.0,0
S00653,premium,89.9,1.237,438.83,19.73,0.259,309.5,0.152,2.8,286,0.3917808219178082,0.9500203484439079,7,568,730,2.4248771131610236,0.7780821917808219,2
S00654,kampanje,5240.17,0.98,35.62,5.94,0.376,52.2,0.308,14.01,16153,22.127397260273973,26.352604087407514,271,4,730,1.1909491106176862,0.005479452054794521,1
S00655,kampanje,4212.62,0.633,118.22,10.77,0.37,142.8,0.579,12.61,10751,14.727397260273973,13.139994971050191,182,1,730,0.8922143362353864,0.0013698630136986301,1
S00656,premium,126.5,1.289,1346.74,20.11,0.321,557.1,0.247,1.84,401,0.5493150684931507,0.9719838561648318,6,486,730,1.7694469202003174,0.6657534246575343,2
S00657,ferskvare,5707.95,0.455,15.71,2.14,0.195,6.5,0.465,3.87,12525,17.15753424657534,9.7315745889505,103,0,730,0.5671895768410271,0.0,0
S00658,ferskvare,7619.03,0.436,20.05,2.79,0.237,4.3,0.523,1.29,16500,22.602739726027398,11.526482570138606,136,0,730,0.5099595318909808,0.0,0
S00659,ferskvare,2343.0,0.498,18.53,2.42,0.143,4.9,0.551,2.13,5235,7.171232876712328,4.608335605326308,32,10,730,0.6426141340760658,0.0136986301369863,1
S00660,frossen,3805.18,0.534,134.92,8.44,0.289,230.3,0.457,4.46,8773,12.017808219178082,7.9603586174525365,72,0,730,0.6623802337558818,0.0,1
S00661,reservedel,24.56,2.149,2478.44,13.54,0.321,1954.3,0.054,0.84,76,0.10410958904109589,0.5690794328282687,11,686,730,5.466157710061002,0.9397260273972603,2
S00662,daglig,1445.27,0.184,43.43,3.05,0.242,8.1,0.625,4.35,3076,4.213698630136986,2.554391311208996,23,15,730,0.6062112019449178,0.02054794520547945,1
S00663,daglig,6132.15,0.263,41.14,2.91,0.216,8.9,0.574,3.1,12455,17.061643835616437,6.618988566221938,62,0,730,0.3879455361976728,0.0,0
S00664,premium,157.59,0.989,1145.24,9.49,0.237,439.7,0.374,2.4,399,0.5465753424657535,0.9749372589683806,9,475,730,1.7837197971100696,0.6506849315068494,2
S00665,sesong,673.87,0.659,32.0,13.45,0.176,124.0,0.378,4.8,1662,2.276712328767123,2.259594422494618,14,142,730,0.992481304705819,0.19452054794520549,1
S00666,sesong,2031.47,0.779,138.2,14.84,0.324,170.3,0.32,6.61,5376,7.364383561643836,7.884373074805617,81,33,730,1.07060869505359,0.045205479452054796,1
S00667,frossen,3399.2,0.431,159.48,14.77,0.374,257.9,0.269,4.34,7348,10.065753424657535,7.018381102496884,94,2,730,0.6972534301609588,0.0027397260273972603,1
S00668,reservedel,98.54,0.926,297.9,21.72,0.508,3333.7,0.164,0.21,301,0.4123287671232877,0.8708738032582538,6,544,730,2.1120859680349677,0.7452054794520548,2
S00669,sesong,706.06,0.825,67.84,6.98,0.33,320.5,0.121,8.77,1945,2.664383561643836,3.1780225176848345,31,168,730,1.1927796595937938,0.23013698630136986,1
S00670,frossen,5103.15,0.225,160.17,18.26,0.283,496.7,0.536,2.23,10422,14.276712328767124,5.619154985995481,52,0,730,0.3935888639202361,0.0,0
S00671,frossen,2332.22,0.42,197.2,21.41,0.221,179.2,0.53,5.99,5136,7.035616438356165,4.194037503373327,42,1,730,0.5961151435869408,0.0013698630136986301,1
S00672,frossen,1366.27,0.24,160.96,8.35,0.214,490.0,0.52,5.53,2940,4.027397260273973,2.8078500713246326,27,24,730,0.6971872626078169,0.03287671232876712,1
S00673,premium,313.48,1.497,677.96,7.96,0.416,1051.5,0.369,0.47,450,0.6164383561643836,1.1656978574326546,15,469,730,1.8910209687240842,0.6424657534246575,2
S00674,ikke-mat,1511.47,1.335,317.21,27.85,0.283,1415.6,0.356,3.15,4918,6.736986301369863,7.457193925874354,63,50,730,1.1069035310874906,0.0684931506849315,1
S00675,kampanje,3470.84,0.594,38.31,13.54,0.394,175.1,0.315,12.59,9033,12.373972602739727,11.332056662506865,117,1,730,0.9157977818698119,0.0013698630136986301,1
S00676,reservedel,39.93,2.18,348.04,46.57,0.257,2165.1,0.072,0.11,104,0.14246575342465753,0.4702151415541879,3,658,730,3.3005485897553575,0.9013698630136986,2
S00677,ikke-mat,474.42,1.494,422.73,16.75,0.295,888.3,0.347,1.41,1449,1.984931506849315,2.4569919955270803,22,229,730,1.2378220543373144,0.3136986301369863,1
S00678,daglig,1070.01,0.39,53.79,2.97,0.205,12.1,0.415,6.25,2434,3.334246575342466,2.5408713484453305,20,51,730,0.7620526229930531,0.06986301369863014,1
S00679,ikke-mat,61.85,0.705,448.21,29.86,0.313,1629.4,0.197,2.95,167,0.22876712328767124,0.49246153980855806,3,585,730,2.152676191977529,0.8013698630136986,2
S00680,frossen,2500.65,0.526,168.94,16.72,0.364,400.8,0.253,2.46,5463,7.483561643835617,5.414544090578161,88,10,730,0.7235250203408489,0.0136986301369863,1
S00681,reservedel,45.07,1.783,2910.66,49.58,0.358,1932.8,0.182,1.52,122,0.16712328767123288,0.6432203774097196,7,659,730,3.8487776681073385,0.9027397260273973,2
S00682,premium,191.34,1.06,1363.04,15.69,0.399,260.1,0.326,1.54,380,0.5205479452054794,0.9088739327015983,5,484,730,1.7459946601899128,0.663013698630137,2
S00683,premium,98.84,1.288,1037.8,17.29,0.24,438.4,0.205,1.23,311,0.426027397260274,0.8384660691063174,6,527,730,1.9681036348797802,0.7219178082191781,2
S00684,daglig,3037.2,0.404,46.05,2.7,0.173,10.6,0.675,3.49,6490,8.89041095890411,5.0619255590990795,61,3,730,0.5693691306844881,0.00410958904109589,1
S00685,kampanje,1994.66,0.986,49.84,7.33,0.331,112.4,0.339,18.49,6671,9.138356164383561,12.055485920456409,125,33,730,1.319218216449285,0.045205479452054796,1
S00686,frossen,2093.88,0.389,67.74,14.92,0.267,211.8,0.427,3.85,4508,6.175342465753425,3.83535573138399,43,8,730,0.6210757950111607,0.010958904109589041,1
S00687,daglig,3170.59,0.216,15.01,5.14,0.299,26.9,0.409,3.51,6787,9.297260273972602,5.290270402686076,56,1,730,0.5690139080537551,0.0013698630136986301,1
S00688,reservedel,26.87,2.295,1893.99,40.82,0.422,1459.7,0.18,0.06,97,0.13287671232876713,0.5239280766461107,5,669,730,3.942963875790318,0.9164383561643835,2
S00689,kampanje,676.65,0.987,53.21,12.26,0.343,49.2,0.378,15.65,2117,2.9,3.8971165169617894,46,152,730,1.343833281710962,0.20821917808219179,1
S00690,ikke-mat,244.08,0.743,111.99,9.14,0.317,1251.8,0.171,2.85,702,0.9616438356164384,1.2641115811937544,8,338,730,1.3145319861416533,0.46301369863013697,1
S00691,reservedel,91.75,1.28,2529.84,67.59,0.397,843.1,0.078,0.32,301,0.4123287671232877,1.0585655855434601,13,557,730,2.5672853071319794,0.763013698630137,2
S00692,kampanje,3113.53,0.605,116.65,9.89,0.304,157.1,0.311,17.33,7845,10.746575342465754,10.061819646221107,133,3,730,0.9362814967165594,0.00410958904109589,1
S00693,kampanje,14889.82,0.894,26.11,12.33,0.205,50.8,0.619,13.58,43781,59.97397260273973,71.50984378293194,1127,0,730,1.1923479582819103,0.0,0
S00694,daglig,4639.02,0.341,41.18,3.17,0.127,29.1,0.442,5.17,9702,13.29041095890411,6.651467537845525,69,0,730,0.5004711711633925,0.0,0
S00695,frossen,2680.73,0.438,166.66,23.32,0.374,221.8,0.386,2.04,5745,7.86986301369863,4.464866197271257,31,5,730,0.56733721914848,0.00684931506849315,1
S00696,kampanje,9198.65,0.747,76.15,5.69,0.364,152.6,0.651,8.55,25141,34.43972602739726,29.535216429324354,311,0,730,0.8575915036556532,0.0,0
S00697,daglig,2846.0,0.243,22.47,3.07,0.211,12.5,0.558,5.93,6017,8.242465753424657,3.753385954071972,31,2,730,0.4553717378215954,0.0027397260273972603,0
S00698,reservedel,9.65,2.078,1934.29,18.86,0.526,829.2,0.079,0.11,23,0.031506849315068496,0.2168338780726985,3,712,730,6.882118738829125,0.9753424657534246,2
S00699,frossen,6909.78,0.461,92.26,16.57,0.292,110.5,0.372,4.56,15739,21.56027397260274,12.073042897639274,115,0,730,0.5599670446201582,0.0,0
S00700,ikke-mat,490.1,0.69,317.22,12.72,0.155,592.2,0.299,1.24,1335,1.8287671232876712,1.8120144268582958,10,188,730,0.9908393495180194,0.25753424657534246,1
S00701,reservedel,721.4,2.214,973.81,47.25,0.52,1849.7,0.014,1.07,410,0.5616438356164384,1.0408172025406817,12,474,730,1.8531623362309697,0.6493150684931507,2
S00702,ikke-mat,55.66,1.763,138.41,23.89,0.271,599.0,0.366,2.0,175,0.23972602739726026,0.5678249421176548,5,594,730,2.3686411871193602,0.8136986301369863,2
S00703,sesong,4951.04,0.618,116.72,10.86,0.159,175.3,0.48,6.38,12669,17.354794520547944,15.779130015917518,256,0,730,0.9092086914215636,0.0,1
S00704,frossen,3486.7,0.475,193.96,26.07,0.314,259.3,0.432,5.26,8239,11.286301369863013,9.210625090581932,110,4,730,0.8160888841030235,0.005479452054794521,1
S00705,daglig,9538.08,0.287,15.94,4.28,0.131,8.4,0.599,5.93,21086,28.884931506849316,17.224107194597774,202,0,730,0.5963007802360037,0.0,0
S00706,premium,428.29,1.361,1571.58,16.68,0.361,193.0,0.288,0.36,389,0.5328767123287671,1.085956595307465,16,486,730,2.0379134050757055,0.6657534246575343,2
S00707,ikke-mat,210.21,1.588,347.54,28.72,0.493,1669.2,0.153,3.51,670,0.9178082191780822,1.3451475016904635,10,359,730,1.465608471991102,0.4917808219178082,2
S00708,daglig,7558.17,0.411,17.58,2.47,0.285,11.0,0.547,4.74,16146,22.117808219178084,12.39705861907858,165,0,730,0.5605012258099444,0.0,0
S00709,kampanje,2021.49,1.196,107.67,13.12,0.257,63.0,0.47,13.44,7069,9.683561643835617,13.656771623103502,184,40,730,1.4103046095438614,0.0547945205479452,1
S00710,daglig,5055.69,0.384,59.83,4.11,0.178,16.0,0.438,3.6,10975,15.034246575342467,8.821204020884833,137,0,730,0.5867406774711552,0.0,0
S00711,ferskvare,2362.11,0.441,78.68,1.45,0.104,1.2,0.354,3.85,5333,7.3054794520547945,5.113375515864627,61,4,730,0.6999370197977082,0.005479452054794521,1
S00712,frossen,2900.62,0.555,139.79,15.47,0.231,270.6,0.333,5.48,6621,9.06986301369863,6.531283480633152,58,4,730,0.7201082828669689,0.005479452054794521,1
S00713,kampanje,948.99,0.738,33.65,13.19,0.21,31.9,0.373,17.73,2706,3.706849315068493,4.093433088391965,40,86,730,1.1042890445403306,0.1178082191780822,1
S00714,ferskvare,3222.58,0.469,41.83,1.14,0.228,2.2,0.313,3.86,7129,9.765753424657534,7.3876536455294906,95,1,730,0.7564857849960062,0.0013698630136986301,1
S00715,ikke-mat,86.9,1.56,246.64,11.04,0.272,1429.7,0.127,0.47,263,0.36027397260273974,0.7203184263910393,6,539,730,1.9993629325682838,0.7383561643835617,2
S00716,daglig,28695.3,0.332,58.62,3.5,0.113,19.4,0.655,2.84,59531,81.54931506849314,28.861210022704693,340,0,730,0.3539111272542781,0.0,0
S00717,frossen,3749.2,0.538,172.8,16.02,0.393,530.9,0.252,3.47,8731,11.96027397260274,8.812779717239568,126,3,730,0.7368376123679858,0.00410958904109589,1
S00718,frossen,4777.85,0.234,98.14,12.48,0.39,275.2,0.505,3.55,10409,14.258904109589041,6.948968119041977,76,0,730,0.48734236976661,0.0,1
S00719,ikke-mat,1068.63,0.601,72.38,14.11,0.39,863.9,0.127,1.27,2796,3.83013698630137,3.389837346794797,43,51,730,0.8850433702289706,0.06986301369863014,1
S00720,sesong,1564.59,0.717,45.16,9.6,0.278,281.2,0.205,5.3,4110,5.63013698630137,5.498489253331365,52,51,730,0.9766173126354979,0.06986301369863014,1
S00721,premium,310.38,0.71,493.09,11.01,0.207,380.6,0.129,1.92,331,0.4534246575342466,0.8189427745442766,9,495,730,1.8061275692366219,0.678082191780822,2
S00722,sesong,686.82,0.775,130.53,10.22,0.334,283.6,0.422,8.05,1943,2.6616438356164385,3.185922831768297,46,132,730,1.1969756393159325,0.18082191780821918,1
S00723,sesong,1584.57,0.661,42.61,12.22,0.159,61.2,0.473,7.83,4132,5.66027397260274,5.195723146924426,44,36,730,0.9179278550955544,0.049315068493150684,1
S00724,kampanje,5268.23,0.772,77.05,12.92,0.33,120.4,0.484,12.15,14390,19.71232876712329,18.487365983735817,200,2,730,0.9378580380908371,0.0027397260273972603,1
S00725,daglig,2356.6,0.277,29.61,3.71,0.185,29.8,0.683,4.16,5017,6.872602739726028,4.031622610162607,42,3,730,0.5866223849748262,0.00410958904109589,1
S00726,ikke-mat,1207.07,1.117,64.68,18.2,0.434,1329.4,0.179,2.91,4273,5.853424657534247,7.46232571843796,78,75,730,1.2748649132833396,0.10273972602739725,1
S00727,daglig,4750.31,0.337,40.55,5.36,0.127,11.5,0.594,2.26,10016,13.72054794520548,6.118064706157244,55,0,730,0.44590527510930394,0.0,0
S00728,ikke-mat,286.44,1.546,109.49,16.5,0.496,1103.6,0.299,2.24,887,1.215068493150685,1.6766099469970543,12,333,730,1.3798480961757043,0.45616438356164385,1
S00729,ferskvare,2783.78,0.487,44.68,1.58,0.105,6.1,0.313,4.75,6317,8.653424657534247,6.226995131311089,68,9,730,0.7195989307989702,0.012328767123287671,1
S00730,sesong,1925.68,0.749,62.2,7.49,0.257,272.2,0.178,6.05,5010,6.863013698630137,7.828783493459662,98,30,730,1.140720948148813,0.0410958904109589,1
S00731,ferskvare,1870.44,0.448,25.95,2.02,0.117,3.9,0.425,3.26,4228,5.791780821917809,4.577986134077056,59,10,730,0.7904280695071548,0.0136986301369863,1
S00732,ferskvare,1764.07,0.568,51.75,2.64,0.134,3.1,0.33,3.1,4160,5.698630136986301,4.500525594993242,46,20,730,0.7897556933521795,0.0273972602739726,1
S00733,premium,632.47,1.123,1224.12,6.19,0.161,1193.4,0.15,0.27,389,0.5328767123287671,1.113399470020094,17,489,730,2.0894128871842383,0.6698630136986301,2
S00734,ikke-mat,805.9,1.756,296.5,14.47,0.442,663.9,0.272,1.43,2640,3.6164383561643834,4.373288846589146,45,126,730,1.20928062803412,0.1726027397260274,1
S00735,kampanje,2782.09,0.973,31.07,8.82,0.249,162.7,0.355,8.65,9029,12.368493150684932,17.50108267638412,164,18,730,1.414972904392558,0.024657534246575342,1
S00736,reservedel,20.67,1.671,2695.7,14.48,0.52,829.4,0.008,0.92,74,0.10136986301369863,0.5084992714884,9,682,730,5.016276597115297,0.9342465753424658,2
S00737,daglig,8261.63,0.158,11.77,4.91,0.142,22.1,0.7,2.36,16435,22.513698630136986,7.090475751575088,98,0,730,0.3149405110221974,0.0,0
S00738,sesong,1559.97,0.584,80.64,6.39,0.318,231.0,0.302,9.78,3788,5.189041095890411,4.880732861267358,67,36,730,0.9405847383118193,0.049315068493150684,1
S00739,kampanje,2203.15,1.018,112.85,13.08,0.398,49.8,0.618,17.65,8388,11.490410958904109,18.969415600538223,271,27,730,1.6508909618971035,0.036986301369863014,1
S00740,kampanje,1659.13,0.731,116.51,6.04,0.3,108.2,0.365,16.67,4615,6.321917808219178,7.151443235451719,78,41,730,1.1312142062578017,0.056164383561643834,1
S00741,premium,126.03,1.433,759.03,15.77,0.197,1262.8,0.386,0.46,416,0.5698630136986301,0.9875333935777741,6,480,730,1.7329311954609978,0.6575342465753424,2
S00742,daglig,3462.99,0.302,36.57,4.83,0.198,20.8,0.492,4.27,7250,9.931506849315069,5.292614019403759,48,2,730,0.5329114805744475,0.0027397260273972603,1
S00743,ikke-mat,1089.55,1.317,123.71,26.16,0.353,953.5,0.2,1.75,3271,4.480821917808219,5.1533721838581155,40,95,730,1.1500952901915085,0.13013698630136986,1
S00744,premium,80.3,1.06,951.18,16.43,0.264,727.1,0.201,0.45,273,0.37397260273972605,0.8222768412389682,7,555,730,2.1987622494668377,0.7602739726027398,2
S00745,frossen,1098.5,0.562,180.33,16.49,0.257,377.1,0.582,4.91,2476,3.3917808219178083,2.9735806714310318,29,69,730,0.8767018942425902,0.09452054794520548,1
S00746,ikke-mat,270.75,1.703,355.29,15.83,0.246,1094.8,0.231,3.77,887,1.215068493150685,1.8080881560197053,19,341,730,1.4880545139733763,0.4671232876712329,1
S00747,daglig,11156.11,0.254,41.97,4.08,0.126,27.0,0.544,4.6,23383,32.03150684931507,15.264215095199564,167,0,730,0.47653752809715094,0.0,0
S00748,frossen,4291.28,0.421,150.84,25.5,0.21,528.0,0.482,3.14,9271,12.7,6.7427042317346935,58,0,730,0.5309215930499759,0.0,0
S00749,ikke-mat,254.76,1.651,166.56,16.57,0.397,1638.1,0.363,3.01,886,1.2136986301369863,1.8274927593823254,16,341,730,1.505722025224715,0.4671232876712329,2
S00750,sesong,3075.15,0.889,65.84,7.05,0.345,121.5,0.155,7.38,9016,12.35068493150685,14.767248855560402,175,19,730,1.1956623407896065,0.026027397260273973,1
S00751,reservedel,40.05,1.922,2448.03,57.59,0.262,2351.6,0.244,0.32,140,0.1917808219178082,0.642729396187543,7,642,730,3.351374708692189,0.8794520547945206,2
S00752,kampanje,5720.85,0.552,72.46,5.95,0.345,174.3,0.384,15.79,15273,20.921917808219177,22.880333691673815,473,1,730,1.0936059447994426,0.0013698630136986301,1
S00753,sesong,2140.51,0.829,86.42,20.15,0.257,108.0,0.28,4.42,5868,8.038356164383561,9.22994812685387,152,26,730,1.1482382639064972,0.03561643835616438,1
S00754,sesong,1823.73,0.795,74.36,13.45,0.284,298.8,0.132,3.16,4796,6.5698630136986305,7.027375139620139,105,28,730,1.069638000817911,0.038356164383561646,1
S00755,kampanje,3366.41,0.853,33.65,8.11,0.288,46.4,0.667,15.19,9958,13.64109589041096,15.390391562026405,118,12,730,1.1282371801847033,0.01643835616438356,1
S00756,daglig,4594.1,0.302,25.71,5.42,0.215,18.4,0.764,7.03,9992,13.687671232876712,8.255420885289427,105,0,730,0.6031282272078945,0.0,0
S00757,premium,58.93,0.668,1304.15,11.44,0.355,1153.6,0.189,0.85,159,0.21780821917808219,0.5694177869709632,5,612,730,2.614308078545932,0.8383561643835616,2
S00758,premium,487.32,0.801,1267.67,16.44,0.292,1106.5,0.253,2.14,363,0.49726027397260275,0.999653246155197,15,495,730,2.0103219550779445,0.678082191780822,2
S00759,reservedel,251.54,2.116,911.81,43.36,0.542,1451.1,0.221,1.91,395,0.541095890410959,1.0957375473558524,12,497,730,2.0250339482779043,0.6808219178082192,2
S00760,sesong,526.75,0.651,108.94,20.87,0.264,95.1,0.118,8.53,1291,1.7684931506849315,2.055430540898384,25,215,730,1.1622496474483504,0.2945205479452055,1
S00761,kampanje,9142.39,0.776,95.74,8.65,0.374,140.2,0.69,18.66,27471,37.631506849315066,39.10430418007772,381,0,730,1.0391373467095022,0.0,0
S00762,ferskvare,3832.78,0.481,16.54,2.98,0.139,5.0,0.64,1.8,8110,11.10958904109589,6.337905310639209,50,4,730,0.5704896272215317,0.005479452054794521,0
S00763,kampanje,2761.46,0.837,67.2,7.74,0.317,167.2,0.431,14.95,7603,10.415068493150685,13.098614794279198,152,21,730,1.2576599763019618,0.028767123287671233,1
S00764,premium,152.05,1.35,265.17,19.97,0.164,933.6,0.273,2.36,427,0.584931506849315,1.047064121133898,9,464,730,1.7900627832031513,0.6356164383561644,2
S00765,daglig,6993.86,0.376,17.48,3.88,0.246,22.0,0.484,3.82,14978,20.517808219178082,9.518609921246599,96,0,730,0.46391943133328994,0.0,0
S00766,sesong,3181.05,0.674,35.78,8.51,0.218,364.8,0.221,3.18,8418,11.531506849315068,15.316405727859012,293,3,730,1.3282224021545592,0.00410958904109589,1
S00767,daglig,3685.29,0.232,59.62,4.82,0.11,17.3,0.469,2.74,7326,10.035616438356165,4.0005270524859355,25,0,730,0.3986329167778778,0.0,1
S00768,frossen,1905.04,0.402,157.57,25.74,0.249,505.3,0.407,3.04,4133,5.661643835616438,3.698037522668404,43,9,730,0.6531738184243734,0.012328767123287671,1
