dato,t,sku_id,kategori,merke,butikk,pris,basispris,rabatt_pct,kampanje,lager,stockout,salg
2023-01-29,392,P009,meieri,D,middels,26.37,26.37,0,0,0,1,1
2023-01-30,393,P009,meieri,D,middels,26.37,26.37,0,0,223,0,41
2023-01-31,394,P009,meieri,D,middels,26.37,26.37,0,0,194,0,29
2023-02-01,395,P009,meieri,D,middels,26.37,26.37,0,0,166,0,28
2023-02-02,396,P009,meieri,D,middels,20.3,26.37,23,1,105,0,61
2023-02-03,397,P009,meieri,D,middels,19.78,26.37,25,1,38,0,67
2023-02-04,398,P009,meieri,D,middels,26.37,26.37,0,0,0,1,38
2023-02-05,399,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-02-06,400,P009,meieri,D,middels,26.37,26.37,0,0,215,0,49
2023-02-07,401,P009,meieri,D,middels,26.37,26.37,0,0,175,0,40
2023-02-08,402,P009,meieri,D,middels,26.37,26.37,0,0,134,0,41
2023-02-09,403,P009,meieri,D,middels,18.99,26.37,28,1,62,0,72
2023-02-10,404,P009,meieri,D,middels,26.37,26.37,0,0,24,0,38
2023-02-11,405,P009,meieri,D,middels,23.21,26.37,12,1,0,1,24
2023-02-12,406,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-02-13,407,P009,meieri,D,middels,26.37,26.37,0,0,227,0,37
2023-02-14,408,P009,meieri,D,middels,26.37,26.37,0,0,194,0,33
2023-02-15,409,P009,meieri,D,middels,26.37,26.37,0,0,163,0,31
2023-02-16,410,P009,meieri,D,middels,26.37,26.37,0,0,119,0,44
2023-02-17,411,P009,meieri,D,middels,26.37,26.37,0,0,70,0,49
2023-02-18,412,P009,meieri,D,middels,17.4,26.37,34,1,5,0,65
2023-02-19,413,P009,meieri,D,middels,26.37,26.37,0,0,0,1,5
2023-02-20,414,P009,meieri,D,middels,26.37,26.37,0,0,231,0,33
2023-02-21,415,P009,meieri,D,middels,26.37,26.37,0,0,184,0,47
2023-02-22,416,P009,meieri,D,middels,26.37,26.37,0,0,142,0,42
2023-02-23,417,P009,meieri,D,middels,26.37,26.37,0,0,104,0,38
2023-02-24,418,P009,meieri,D,middels,26.37,26.37,0,0,37,0,67
2023-02-25,419,P009,meieri,D,middels,26.37,26.37,0,0,0,1,37
2023-02-26,420,P009,meieri,D,middels,20.57,26.37,22,1,0,1,0
2023-02-27,421,P009,meieri,D,middels,26.37,26.37,0,0,240,0,24
2023-02-28,422,P009,meieri,D,middels,26.37,26.37,0,0,218,0,22
2023-03-01,423,P009,meieri,D,middels,26.37,26.37,0,0,181,0,37
2023-03-02,424,P009,meieri,D,middels,26.37,26.37,0,0,140,0,41
2023-03-03,425,P009,meieri,D,middels,26.37,26.37,0,0,90,0,50
2023-03-04,426,P009,meieri,D,middels,26.37,26.37,0,0,51,0,39
2023-03-05,427,P009,meieri,D,middels,26.37,26.37,0,0,15,0,36
2023-03-06,428,P009,meieri,D,middels,26.37,26.37,0,0,245,0,34
2023-03-07,429,P009,meieri,D,middels,26.37,26.37,0,0,205,0,40
2023-03-08,430,P009,meieri,D,middels,26.37,26.37,0,0,171,0,34
2023-03-09,431,P009,meieri,D,middels,26.37,26.37,0,0,121,0,50
2023-03-10,432,P009,meieri,D,middels,26.37,26.37,0,0,80,0,41
2023-03-11,433,P009,meieri,D,middels,21.62,26.37,18,1,0,1,80
2023-03-12,434,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-03-13,435,P009,meieri,D,middels,26.37,26.37,0,0,214,0,50
2023-03-14,436,P009,meieri,D,middels,26.37,26.37,0,0,171,0,43
2023-03-15,437,P009,meieri,D,middels,26.37,26.37,0,0,126,0,45
2023-03-16,438,P009,meieri,D,middels,26.37,26.37,0,0,62,0,64
2023-03-17,439,P009,meieri,D,middels,26.37,26.37,0,0,16,0,46
2023-03-18,440,P009,meieri,D,middels,26.37,26.37,0,0,0,1,16
2023-03-19,441,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-03-20,442,P009,meieri,D,middels,26.37,26.37,0,0,230,0,34
2023-03-21,443,P009,meieri,D,middels,26.37,26.37,0,0,189,0,41
2023-03-22,444,P009,meieri,D,middels,26.37,26.37,0,0,153,0,36
2023-03-23,445,P009,meieri,D,middels,26.37,26.37,0,0,113,0,40
2023-03-24,446,P009,meieri,D,middels,26.37,26.37,0,0,62,0,51
2023-03-25,447,P009,meieri,D,middels,23.73,26.37,10,1,0,1,62
2023-03-26,448,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-03-27,449,P009,meieri,D,middels,26.37,26.37,0,0,234,0,30
2023-03-28,450,P009,meieri,D,middels,26.37,26.37,0,0,202,0,32
2023-03-29,451,P009,meieri,D,middels,26.37,26.37,0,0,161,0,41
2023-03-30,452,P009,meieri,D,middels,26.37,26.37,0,0,117,0,44
2023-03-31,453,P009,meieri,D,middels,26.37,26.37,0,0,48,0,69
2023-04-01,454,P009,meieri,D,middels,26.37,26.37,0,0,0,1,48
2023-04-02,455,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-04-03,456,P009,meieri,D,middels,26.37,26.37,0,0,225,0,39
2023-04-04,457,P009,meieri,D,middels,26.37,26.37,0,0,187,0,38
2023-04-05,458,P009,meieri,D,middels,26.37,26.37,0,0,162,0,25
2023-04-06,459,P009,meieri,D,middels,26.37,26.37,0,0,111,0,51
2023-04-07,460,P009,meieri,D,middels,26.37,26.37,0,0,74,0,37
2023-04-08,461,P009,meieri,D,middels,20.83,26.37,21,1,0,0,74
2023-04-09,462,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-04-10,463,P009,meieri,D,middels,26.37,26.37,0,0,234,0,30
2023-04-11,464,P009,meieri,D,middels,26.37,26.37,0,0,204,0,30
2023-04-12,465,P009,meieri,D,middels,26.37,26.37,0,0,154,0,50
2023-04-13,466,P009,meieri,D,middels,26.37,26.37,0,0,116,0,38
2023-04-14,467,P009,meieri,D,middels,19.78,26.37,25,1,49,0,67
2023-04-15,468,P009,meieri,D,middels,17.93,26.37,32,1,0,1,49
2023-04-16,469,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-04-17,470,P009,meieri,D,middels,26.37,26.37,0,0,237,0,27
2023-04-18,471,P009,meieri,D,middels,21.62,26.37,18,1,200,0,37
2023-04-19,472,P009,meieri,D,middels,26.37,26.37,0,0,162,0,38
2023-04-20,473,P009,meieri,D,middels,26.37,26.37,0,0,118,0,44
2023-04-21,474,P009,meieri,D,middels,26.37,26.37,0,0,71,0,47
2023-04-22,475,P009,meieri,D,middels,26.37,26.37,0,0,4,0,67
2023-04-23,476,P009,meieri,D,middels,26.37,26.37,0,0,0,1,4
2023-04-24,477,P009,meieri,D,middels,26.37,26.37,0,0,232,0,32
2023-04-25,478,P009,meieri,D,middels,26.37,26.37,0,0,195,0,37
2023-04-26,479,P009,meieri,D,middels,26.37,26.37,0,0,142,0,53
2023-04-27,480,P009,meieri,D,middels,26.37,26.37,0,0,112,0,30
2023-04-28,481,P009,meieri,D,middels,26.37,26.37,0,0,68,0,44
2023-04-29,482,P009,meieri,D,middels,22.15,26.37,16,1,0,1,68
2023-04-30,483,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-05-01,484,P009,meieri,D,middels,26.37,26.37,0,0,239,0,25
2023-05-02,485,P009,meieri,D,middels,22.94,26.37,13,1,198,0,41
2023-05-03,486,P009,meieri,D,middels,26.37,26.37,0,0,155,0,43
2023-05-04,487,P009,meieri,D,middels,26.37,26.37,0,0,112,0,43
2023-05-05,488,P009,meieri,D,middels,26.37,26.37,0,0,61,0,51
2023-05-06,489,P009,meieri,D,middels,26.37,26.37,0,0,13,0,48
2023-05-07,490,P009,meieri,D,middels,26.37,26.37,0,0,0,1,13
2023-05-08,491,P009,meieri,D,middels,17.4,26.37,34,1,226,0,38
2023-05-09,492,P009,meieri,D,middels,26.37,26.37,0,0,195,0,31
2023-05-10,493,P009,meieri,D,middels,18.46,26.37,30,1,121,0,74
2023-05-11,494,P009,meieri,D,middels,26.37,26.37,0,0,78,0,43
2023-05-12,495,P009,meieri,D,middels,26.37,26.37,0,0,43,0,35
2023-05-13,496,P009,meieri,D,middels,20.57,26.37,22,1,0,1,43
2023-05-14,497,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-05-15,498,P009,meieri,D,middels,26.37,26.37,0,0,236,0,28
2023-05-16,499,P009,meieri,D,middels,26.37,26.37,0,0,197,0,39
2023-05-17,500,P009,meieri,D,middels,22.68,26.37,14,1,156,0,41
2023-05-18,501,P009,meieri,D,middels,26.37,26.37,0,0,110,0,46
2023-05-19,502,P009,meieri,D,middels,26.37,26.37,0,0,64,0,46
2023-05-20,503,P009,meieri,D,middels,26.37,26.37,0,0,19,0,45
2023-05-21,504,P009,meieri,D,middels,26.37,26.37,0,0,0,1,19
2023-05-22,505,P009,meieri,D,middels,17.93,26.37,32,1,200,0,64
2023-05-23,506,P009,meieri,D,middels,26.37,26.37,0,0,182,0,18
2023-05-24,507,P009,meieri,D,middels,26.37,26.37,0,0,149,0,33
2023-05-25,508,P009,meieri,D,middels,26.37,26.37,0,0,114,0,35
2023-05-26,509,P009,meieri,D,middels,26.37,26.37,0,0,63,0,51
2023-05-27,510,P009,meieri,D,middels,17.14,26.37,35,1,0,1,63
2023-05-28,511,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-05-29,512,P009,meieri,D,middels,26.37,26.37,0,0,232,0,32
2023-05-30,513,P009,meieri,D,middels,26.37,26.37,0,0,206,0,26
2023-05-31,514,P009,meieri,D,middels,26.37,26.37,0,0,173,0,33
2023-06-01,515,P009,meieri,D,middels,21.1,26.37,20,1,107,0,66
2023-06-02,516,P009,meieri,D,middels,26.37,26.37,0,0,67,0,40
2023-06-03,517,P009,meieri,D,middels,21.1,26.37,20,1,0,1,67
2023-06-04,518,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-06-05,519,P009,meieri,D,middels,26.37,26.37,0,0,235,0,29
2023-06-06,520,P009,meieri,D,middels,26.37,26.37,0,0,198,0,37
2023-06-07,521,P009,meieri,D,middels,26.37,26.37,0,0,166,0,32
2023-06-08,522,P009,meieri,D,middels,17.93,26.37,32,1,110,0,56
2023-06-09,523,P009,meieri,D,middels,26.37,26.37,0,0,71,0,39
2023-06-10,524,P009,meieri,D,middels,26.37,26.37,0,0,28,0,43
2023-06-11,525,P009,meieri,D,middels,26.37,26.37,0,0,5,0,23
2023-06-12,526,P009,meieri,D,middels,21.36,26.37,19,1,226,0,43
2023-06-13,527,P009,meieri,D,middels,26.37,26.37,0,0,181,0,45
2023-06-14,528,P009,meieri,D,middels,26.37,26.37,0,0,150,0,31
2023-06-15,529,P009,meieri,D,middels,26.37,26.37,0,0,103,0,47
2023-06-16,530,P009,meieri,D,middels,26.37,26.37,0,0,61,0,42
2023-06-17,531,P009,meieri,D,middels,26.37,26.37,0,0,0,0,61
2023-06-18,532,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-06-19,533,P009,meieri,D,middels,26.37,26.37,0,0,233,0,31
2023-06-20,534,P009,meieri,D,middels,26.37,26.37,0,0,198,0,35
2023-06-21,535,P009,meieri,D,middels,26.37,26.37,0,0,162,0,36
2023-06-22,536,P009,meieri,D,middels,26.37,26.37,0,0,125,0,37
2023-06-23,537,P009,meieri,D,middels,26.37,26.37,0,0,75,0,50
2023-06-24,538,P009,meieri,D,middels,26.37,26.37,0,0,25,0,50
2023-06-25,539,P009,meieri,D,middels,26.37,26.37,0,0,0,1,25
2023-06-26,540,P009,meieri,D,middels,26.37,26.37,0,0,216,0,48
2023-06-27,541,P009,meieri,D,middels,26.37,26.37,0,0,179,0,37
2023-06-28,542,P009,meieri,D,middels,26.37,26.37,0,0,144,0,35
2023-06-29,543,P009,meieri,D,middels,26.37,26.37,0,0,105,0,39
2023-06-30,544,P009,meieri,D,middels,26.37,26.37,0,0,51,0,54
2023-07-01,545,P009,meieri,D,middels,26.37,26.37,0,0,1,0,50
2023-07-02,546,P009,meieri,D,middels,26.37,26.37,0,0,0,1,1
2023-07-03,547,P009,meieri,D,middels,26.37,26.37,0,0,226,0,38
2023-07-04,548,P009,meieri,D,middels,26.37,26.37,0,0,187,0,39
2023-07-05,549,P009,meieri,D,middels,26.37,26.37,0,0,162,0,25
2023-07-06,550,P009,meieri,D,middels,26.37,26.37,0,0,120,0,42
2023-07-07,551,P009,meieri,D,middels,26.37,26.37,0,0,85,0,35
2023-07-08,552,P009,meieri,D,middels,26.37,26.37,0,0,39,0,46
2023-07-09,553,P009,meieri,D,middels,26.37,26.37,0,0,7,0,32
2023-07-10,554,P009,meieri,D,middels,26.37,26.37,0,0,227,0,44
2023-07-11,555,P009,meieri,D,middels,26.37,26.37,0,0,192,0,35
2023-07-12,556,P009,meieri,D,middels,20.83,26.37,21,1,127,0,65
2023-07-13,557,P009,meieri,D,middels,26.37,26.37,0,0,87,0,40
2023-07-14,558,P009,meieri,D,middels,26.37,26.37,0,0,46,0,41
2023-07-15,559,P009,meieri,D,middels,26.37,26.37,0,0,0,1,46
2023-07-16,560,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-07-17,561,P009,meieri,D,middels,22.68,26.37,14,1,200,0,64
2023-07-18,562,P009,meieri,D,middels,26.37,26.37,0,0,167,0,33
2023-07-19,563,P009,meieri,D,middels,26.37,26.37,0,0,132,0,35
2023-07-20,564,P009,meieri,D,middels,26.37,26.37,0,0,83,0,49
2023-07-21,565,P009,meieri,D,middels,20.04,26.37,24,1,32,0,51
2023-07-22,566,P009,meieri,D,middels,26.37,26.37,0,0,0,1,32
2023-07-23,567,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-07-24,568,P009,meieri,D,middels,26.37,26.37,0,0,227,0,37
2023-07-25,569,P009,meieri,D,middels,26.37,26.37,0,0,195,0,32
2023-07-26,570,P009,meieri,D,middels,26.37,26.37,0,0,168,0,27
2023-07-27,571,P009,meieri,D,middels,26.37,26.37,0,0,115,0,53
2023-07-28,572,P009,meieri,D,middels,26.37,26.37,0,0,64,0,51
2023-07-29,573,P009,meieri,D,middels,17.93,26.37,32,1,0,1,64
2023-07-30,574,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-07-31,575,P009,meieri,D,middels,26.37,26.37,0,0,234,0,30
2023-08-01,576,P009,meieri,D,middels,26.37,26.37,0,0,196,0,38
2023-08-02,577,P009,meieri,D,middels,26.37,26.37,0,0,148,0,48
2023-08-03,578,P009,meieri,D,middels,26.37,26.37,0,0,106,0,42
2023-08-04,579,P009,meieri,D,middels,26.37,26.37,0,0,66,0,40
2023-08-05,580,P009,meieri,D,middels,21.62,26.37,18,1,0,1,66
2023-08-06,581,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-08-07,582,P009,meieri,D,middels,20.57,26.37,22,1,220,0,44
2023-08-08,583,P009,meieri,D,middels,26.37,26.37,0,0,180,0,40
2023-08-09,584,P009,meieri,D,middels,26.37,26.37,0,0,151,0,29
2023-08-10,585,P009,meieri,D,middels,26.37,26.37,0,0,121,0,30
2023-08-11,586,P009,meieri,D,middels,26.37,26.37,0,0,77,0,44
2023-08-12,587,P009,meieri,D,middels,26.37,26.37,0,0,36,0,41
2023-08-13,588,P009,meieri,D,middels,26.37,26.37,0,0,8,0,28
2023-08-14,589,P009,meieri,D,middels,17.67,26.37,33,1,203,0,69
2023-08-15,590,P009,meieri,D,middels,26.37,26.37,0,0,172,0,31
2023-08-16,591,P009,meieri,D,middels,22.68,26.37,14,1,124,0,48
2023-08-17,592,P009,meieri,D,middels,26.37,26.37,0,0,92,0,32
2023-08-18,593,P009,meieri,D,middels,26.37,26.37,0,0,38,0,54
2023-08-19,594,P009,meieri,D,middels,26.37,26.37,0,0,0,1,38
2023-08-20,595,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-08-21,596,P009,meieri,D,middels,22.41,26.37,15,1,225,0,39
2023-08-22,597,P009,meieri,D,middels,26.37,26.37,0,0,193,0,32
2023-08-23,598,P009,meieri,D,middels,26.37,26.37,0,0,158,0,35
2023-08-24,599,P009,meieri,D,middels,26.37,26.37,0,0,129,0,29
2023-08-25,600,P009,meieri,D,middels,18.46,26.37,30,1,60,0,69
2023-08-26,601,P009,meieri,D,middels,26.37,26.37,0,0,4,0,56
2023-08-27,602,P009,meieri,D,middels,26.37,26.37,0,0,0,1,4
2023-08-28,603,P009,meieri,D,middels,26.37,26.37,0,0,220,0,44
2023-08-29,604,P009,meieri,D,middels,26.37,26.37,0,0,184,0,36
2023-08-30,605,P009,meieri,D,middels,26.37,26.37,0,0,149,0,35
2023-08-31,606,P009,meieri,D,middels,26.37,26.37,0,0,116,0,33
2023-09-01,607,P009,meieri,D,middels,26.37,26.37,0,0,64,0,52
2023-09-02,608,P009,meieri,D,middels,26.37,26.37,0,0,3,0,61
2023-09-03,609,P009,meieri,D,middels,26.37,26.37,0,0,0,1,3
2023-09-04,610,P009,meieri,D,middels,26.37,26.37,0,0,226,0,38
2023-09-05,611,P009,meieri,D,middels,26.37,26.37,0,0,176,0,50
2023-09-06,612,P009,meieri,D,middels,26.37,26.37,0,0,130,0,46
2023-09-07,613,P009,meieri,D,middels,26.37,26.37,0,0,93,0,37
2023-09-08,614,P009,meieri,D,middels,18.2,26.37,31,1,27,0,66
2023-09-09,615,P009,meieri,D,middels,26.37,26.37,0,0,0,1,27
2023-09-10,616,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-09-11,617,P009,meieri,D,middels,26.37,26.37,0,0,227,0,37
2023-09-12,618,P009,meieri,D,middels,26.37,26.37,0,0,200,0,27
2023-09-13,619,P009,meieri,D,middels,17.14,26.37,35,1,132,0,68
2023-09-14,620,P009,meieri,D,middels,26.37,26.37,0,0,95,0,37
2023-09-15,621,P009,meieri,D,middels,26.37,26.37,0,0,59,0,36
2023-09-16,622,P009,meieri,D,middels,26.37,26.37,0,0,22,0,37
2023-09-17,623,P009,meieri,D,middels,20.83,26.37,21,1,0,1,22
2023-09-18,624,P009,meieri,D,middels,26.37,26.37,0,0,230,0,34
2023-09-19,625,P009,meieri,D,middels,26.37,26.37,0,0,193,0,37
2023-09-20,626,P009,meieri,D,middels,20.83,26.37,21,1,122,0,71
2023-09-21,627,P009,meieri,D,middels,26.37,26.37,0,0,77,0,45
2023-09-22,628,P009,meieri,D,middels,26.37,26.37,0,0,37,0,40
2023-09-23,629,P009,meieri,D,middels,19.78,26.37,25,1,0,1,37
2023-09-24,630,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-09-25,631,P009,meieri,D,middels,20.04,26.37,24,1,213,0,51
2023-09-26,632,P009,meieri,D,middels,26.37,26.37,0,0,177,0,36
2023-09-27,633,P009,meieri,D,middels,26.37,26.37,0,0,135,0,42
2023-09-28,634,P009,meieri,D,middels,26.37,26.37,0,0,93,0,42
2023-09-29,635,P009,meieri,D,middels,26.37,26.37,0,0,54,0,39
2023-09-30,636,P009,meieri,D,middels,26.37,26.37,0,0,21,0,33
2023-10-01,637,P009,meieri,D,middels,26.37,26.37,0,0,0,1,21
2023-10-02,638,P009,meieri,D,middels,26.37,26.37,0,0,215,0,49
2023-10-03,639,P009,meieri,D,middels,26.37,26.37,0,0,174,0,41
2023-10-04,640,P009,meieri,D,middels,26.37,26.37,0,0,138,0,36
2023-10-05,641,P009,meieri,D,middels,26.37,26.37,0,0,100,0,38
2023-10-06,642,P009,meieri,D,middels,19.78,26.37,25,1,39,0,61
2023-10-07,643,P009,meieri,D,middels,20.57,26.37,22,1,0,1,39
2023-10-08,644,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-10-09,645,P009,meieri,D,middels,26.37,26.37,0,0,239,0,25
2023-10-10,646,P009,meieri,D,middels,26.37,26.37,0,0,198,0,41
2023-10-11,647,P009,meieri,D,middels,26.37,26.37,0,0,162,0,36
2023-10-12,648,P009,meieri,D,middels,26.37,26.37,0,0,123,0,39
2023-10-13,649,P009,meieri,D,middels,20.83,26.37,21,1,53,0,70
2023-10-14,650,P009,meieri,D,middels,26.37,26.37,0,0,2,0,51
2023-10-15,651,P009,meieri,D,middels,20.04,26.37,24,1,0,1,2
2023-10-16,652,P009,meieri,D,middels,23.21,26.37,12,1,206,0,58
2023-10-17,653,P009,meieri,D,middels,26.37,26.37,0,0,177,0,29
2023-10-18,654,P009,meieri,D,middels,18.72,26.37,29,1,114,0,63
2023-10-19,655,P009,meieri,D,middels,26.37,26.37,0,0,87,0,27
2023-10-20,656,P009,meieri,D,middels,26.37,26.37,0,0,41,0,46
2023-10-21,657,P009,meieri,D,middels,26.37,26.37,0,0,0,1,41
2023-10-22,658,P009,meieri,D,middels,17.93,26.37,32,1,0,1,0
2023-10-23,659,P009,meieri,D,middels,26.37,26.37,0,0,226,0,38
2023-10-24,660,P009,meieri,D,middels,26.37,26.37,0,0,200,0,26
2023-10-25,661,P009,meieri,D,middels,26.37,26.37,0,0,158,0,42
2023-10-26,662,P009,meieri,D,middels,26.37,26.37,0,0,128,0,30
2023-10-27,663,P009,meieri,D,middels,26.37,26.37,0,0,86,0,42
2023-10-28,664,P009,meieri,D,middels,26.37,26.37,0,0,20,0,66
2023-10-29,665,P009,meieri,D,middels,26.37,26.37,0,0,0,1,20
2023-10-30,666,P009,meieri,D,middels,26.37,26.37,0,0,227,0,37
2023-10-31,667,P009,meieri,D,middels,26.37,26.37,0,0,188,0,39
2023-11-01,668,P009,meieri,D,middels,18.72,26.37,29,1,115,0,73
2023-11-02,669,P009,meieri,D,middels,19.78,26.37,25,1,55,0,60
2023-11-03,670,P009,meieri,D,middels,26.37,26.37,0,0,2,0,53
2023-11-04,671,P009,meieri,D,middels,26.37,26.37,0,0,0,1,2
2023-11-05,672,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-11-06,673,P009,meieri,D,middels,26.37,26.37,0,0,228,0,36
2023-11-07,674,P009,meieri,D,middels,26.37,26.37,0,0,180,0,48
2023-11-08,675,P009,meieri,D,middels,26.37,26.37,0,0,131,0,49
2023-11-09,676,P009,meieri,D,middels,26.37,26.37,0,0,88,0,43
2023-11-10,677,P009,meieri,D,middels,26.37,26.37,0,0,31,0,57
2023-11-11,678,P009,meieri,D,middels,26.37,26.37,0,0,0,1,31
2023-11-12,679,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-11-13,680,P009,meieri,D,middels,26.37,26.37,0,0,219,0,45
2023-11-14,681,P009,meieri,D,middels,23.21,26.37,12,1,149,0,70
2023-11-15,682,P009,meieri,D,middels,26.37,26.37,0,0,104,0,45
2023-11-16,683,P009,meieri,D,middels,26.37,26.37,0,0,70,0,34
2023-11-17,684,P009,meieri,D,middels,26.37,26.37,0,0,25,0,45
2023-11-18,685,P009,meieri,D,middels,26.37,26.37,0,0,0,1,25
2023-11-19,686,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-11-20,687,P009,meieri,D,middels,26.37,26.37,0,0,216,0,48
2023-11-21,688,P009,meieri,D,middels,26.37,26.37,0,0,178,0,38
2023-11-22,689,P009,meieri,D,middels,21.62,26.37,18,1,111,0,67
2023-11-23,690,P009,meieri,D,middels,26.37,26.37,0,0,76,0,35
2023-11-24,691,P009,meieri,D,middels,26.37,26.37,0,0,32,0,44
2023-11-25,692,P009,meieri,D,middels,26.37,26.37,0,0,0,1,32
2023-11-26,693,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-11-27,694,P009,meieri,D,middels,26.37,26.37,0,0,226,0,38
2023-11-28,695,P009,meieri,D,middels,26.37,26.37,0,0,184,0,42
2023-11-29,696,P009,meieri,D,middels,26.37,26.37,0,0,149,0,35
2023-11-30,697,P009,meieri,D,middels,26.37,26.37,0,0,110,0,39
2023-12-01,698,P009,meieri,D,middels,26.37,26.37,0,0,40,0,70
2023-12-02,699,P009,meieri,D,middels,26.37,26.37,0,0,0,1,40
2023-12-03,700,P009,meieri,D,middels,17.93,26.37,32,1,0,1,0
2023-12-04,701,P009,meieri,D,middels,26.37,26.37,0,0,220,0,44
2023-12-05,702,P009,meieri,D,middels,18.72,26.37,29,1,148,0,72
2023-12-06,703,P009,meieri,D,middels,26.37,26.37,0,0,94,0,54
2023-12-07,704,P009,meieri,D,middels,18.46,26.37,30,1,0,1,94
2023-12-08,705,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-12-09,706,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-12-10,707,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-12-11,708,P009,meieri,D,middels,26.37,26.37,0,0,217,0,47
2023-12-12,709,P009,meieri,D,middels,17.93,26.37,32,1,151,0,66
2023-12-13,710,P009,meieri,D,middels,19.51,26.37,26,1,41,0,110
2023-12-14,711,P009,meieri,D,middels,26.37,26.37,0,0,0,1,41
2023-12-15,712,P009,meieri,D,middels,18.99,26.37,28,1,0,1,0
2023-12-16,713,P009,meieri,D,middels,20.57,26.37,22,1,0,1,0
2023-12-17,714,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-12-18,715,P009,meieri,D,middels,26.37,26.37,0,0,220,0,44
2023-12-19,716,P009,meieri,D,middels,22.68,26.37,14,1,153,0,67
2023-12-20,717,P009,meieri,D,middels,26.37,26.37,0,0,110,0,43
2023-12-21,718,P009,meieri,D,middels,26.37,26.37,0,0,50,0,60
2023-12-22,719,P009,meieri,D,middels,26.37,26.37,0,0,0,1,50
2023-12-23,720,P009,meieri,D,middels,20.57,26.37,22,1,0,1,0
2023-12-24,721,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-12-25,722,P009,meieri,D,middels,26.37,26.37,0,0,225,0,39
2023-12-26,723,P009,meieri,D,middels,26.37,26.37,0,0,192,0,33
2023-12-27,724,P009,meieri,D,middels,20.83,26.37,21,1,103,0,89
2023-12-28,725,P009,meieri,D,middels,26.37,26.37,0,0,40,0,63
2023-12-29,726,P009,meieri,D,middels,26.37,26.37,0,0,0,1,40
2023-12-30,727,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2023-12-31,728,P009,meieri,D,middels,26.37,26.37,0,0,0,1,0
2024-01-01,729,P009,meieri,D,middels,26.37,26.37,0,0,228,0,36
2024-01-02,730,P009,meieri,D,middels,26.37,26.37,0,0,196,0,32
2024-01-03,731,P009,meieri,D,middels,26.37,26.37,0,0,160,0,36
2022-01-03,1,P010,bakevarer,C,liten,31.85,31.85,0,0,792,0,93
2022-01-04,2,P010,bakevarer,C,liten,31.85,31.85,0,0,723,0,69
2022-01-05,3,P010,bakevarer,C,liten,26.75,31.85,16,1,565,0,158
2022-01-06,4,P010,bakevarer,C,liten,31.85,31.85,0,0,468,0,97
2022-01-07,5,P010,bakevarer,C,liten,31.85,31.85,0,0,352,0,116
2022-01-08,6,P010,bakevarer,C,liten,31.85,31.85,0,0,208,0,144
2022-01-09,7,P010,bakevarer,C,liten,31.85,31.85,0,0,110,0,98
2022-01-10,8,P010,bakevarer,C,liten,31.85,31.85,0,0,896,0,99
2022-01-11,9,P010,bakevarer,C,liten,31.85,31.85,0,0,801,0,95
2022-01-12,10,P010,bakevarer,C,liten,31.85,31.85,0,0,677,0,124
2022-01-13,11,P010,bakevarer,C,liten,31.85,31.85,0,0,529,0,148
2022-01-14,12,P010,bakevarer,C,liten,31.85,31.85,0,0,370,0,159
2022-01-15,13,P010,bakevarer,C,liten,31.85,31.85,0,0,242,0,128
2022-01-16,14,P010,bakevarer,C,liten,23.57,31.85,26,1,75,0,167
2022-01-17,15,P010,bakevarer,C,liten,21.98,31.85,31,1,764,0,196
2022-01-18,16,P010,bakevarer,C,liten,31.85,31.85,0,0,688,0,76
