MATNR,MAKTX,MTART,MATKL,WGBEZ,MEINS,ZZABC,ZZXYZ,MARC_ABC,UNIT_PRICE,TOTAL_STOCK,D_ANNUAL,ACTIVE_MONTHS,CV,MSEG_STATUS,TOTAL_NETWR,ORDER_COUNT,AVG_ORDER_QTY,NET_RECEIVED,LEAD_TIME_DAYS,SUPPLIER_COUNT,IS_ACTIVE,ABC_VALUE,ABC_VALUE_SOURCE,ABC_CUM_PCT,ABC_CLASS,XYZ_CLASS,EOQ,EOQ_FREQ,FREQ_AVVIK_PCT,EOQ_STATUS,TC_AVVIK_KR,LN_CV,LN_V,LN_DTCABS
4003008,Sårfilm Renasys 20x30cm,ZHAW,10050801,Sårbehandlingsproduk,STK,C,,C,102.6,160,581.0,21.0,0.826,AKTIV,60780.0,6.0,10.0,60.0,,,True,60780.0,EKPO,0.9369144062164187,B,Y,206.08435222965895,2.819233938501734,6.4,OK,8.0,-0.19116050546115904,11.015032519115959,2.1972245773362196
4008460,Sutur lang resor mono 1 CT-1 70cm,ZHAW,10030908,Suturer,STK,C,,C,25.5,180,1188.0,13.0,1.2026,AKTIV,29374.0,8.0,4.0,32.0,,,True,29374.0,EKPO,0.9779821121153984,C,Z,591.1106196862668,2.009776106933307,99.0,FOR_MANGE_ORDRER,743.0,0.18448587962333116,10.28789925144646,6.612041034833092
4008481,"Tamponggas steril boks 2,4cmx5m",ZHAW,10050801,Sårbehandlingsproduk,RUL,C,,C,5.21,228,360.0,8.0,1.8655,AKTIV,1882.8,5.0,6.0,30.0,,,True,1882.8,EKPO,0.9998249241698212,C,Z,719.8848276406293,0.5000799936010237,399.9,FOR_MANGE_ORDRER,1200.0,0.6235291136790755,7.5410462923887165,7.0909098220799835
4006009,Sutur mono blå 5/0 2xV-5 90cm,ZHAW,10030908,Suturer,STK,,X,,37.75,216,1697.0,15.0,1.2598,AKTIV,73386.0,17.0,3.18,54.0,,,True,73386.0,EKPO,0.9255989570164697,B,Z,580.6481877012919,2.9225958780965025,190.8,FOR_MANGE_ORDRER,2745.0,0.2309529782056916,11.203502087199853,7.917900586327916
4006380,Steriliseringspose 205x270mm,ZHAW,10030899,Sterilisering forbru,STK,C,,C,0.88,3900,85300.0,24.0,0.2307,AKTIV,72252.0,47.0,3.0,135.0,,,True,72252.0,EKPO,0.926776758515042,B,X,26962.726797630025,3.1636266109219235,642.8,FOR_MANGE_ORDRER,13199.0,-1.4666371138024292,11.187929127603994,9.487972108574462
4004889,Bandasje skum m/silik post-op 6x8cm,ZHAW,10050801,Sårbehandlingsproduk,STK,C,,,18.5,70,3460.0,24.0,0.2369,AKTIV,60680.0,40.0,8.2,328.0,,,True,60680.0,EKPO,0.9378999340258829,B,X,1184.3575062888328,2.9214151821791208,584.6,FOR_MANGE_ORDRER,10938.0,-1.4401171678173972,11.013385913221205,9.30008966411979
4046091,Revisjonskit Baklofen for m/SynchroMed,ZHAW,10060399,"MTU, infrastr. Ukla",SET,,X,,260.0,1,1.0,1.0,4.7958,NY_ARTIKKEL,520.0,2.0,1.0,2.0,,,True,520.0,EKPO,0.9999721046963288,C,Z,5.370861555295747,0.18618986725025255,437.1,FOR_MANGE_ORDRER,497.0,1.5677405348778912,6.255750041753367,6.210600077024653
4002898,DaVinci Cannula seal 5-8mm,ZHAW,10030902,Elektrokir instr,STK,A,,C,217.91,300,8304.0,24.0,0.2796,AKTIV,149688.0,33.0,24.0,796.0,,,True,149688.0,EKPO,0.829402327415322,B,X,534.6083302052023,15.53286683133542,6.2,OK,43.0,-1.2743952686224818,11.91631508741399,3.784189633918261
4008455,Sutur resorb mult lilla 0 CTX 90cm,ZHAW,10030908,Suturer,STK,C,,C,19.11,288,2268.0,15.0,0.8716,AKTIV,44032.0,8.0,8.0,64.0,,,True,44032.0,EKPO,0.9604859329148242,C,Y,943.4563530497264,2.403926787570703,66.4,FOR_MANGE_ORDRER,478.0,-0.1374246759116722,10.692694631790944,6.171700597410915
4001124,"Hanske opr syntetisk 8,5",ZHAW,10050604,Operasjonshansker,PAR,C,Y,C,12.23,300,1000.0,12.0,1.4967,AKTIV,11294.9,5.0,1.0,5.0,,,True,11294.9,EKPO,0.9949907300890459,C,Z,783.1003231438046,1.2769755936064975,95.8,FOR_MANGE_ORDRER,449.0,0.40326268455296427,9.33219510700262,6.1092475827643655
4008292,Sutur resorb mult ufarget 3/0 FS-2 45cm,ZHAW,10030908,Suturer,STK,C,,C,17.86,216,4285.0,24.0,0.5252,AKTIV,77157.0,38.0,3.0,120.0,,,True,77157.0,EKPO,0.9182468801390283,B,Y,1341.4216690008216,3.1943721344472897,494.8,FOR_MANGE_ORDRER,9861.0,-0.643976136553496,11.253610546517843,9.196444266784072
4004123,Tube svelg nr5/12cm,ZHAW,10050104,Anestesi luftveiprod,STK,C,,C,5.41,320,205.0,15.0,1.0617,AKTIV,2100.0,1.0,1.0,1.0,,,True,2100.0,EKPO,0.9997612345305354,C,Z,533.1003033731662,0.3845430188331773,30.0,OK,20.0,0.05987139703739042,7.650168700845001,3.044522437723423
4008471,Tampong bakterie soppbindende 2x50cm,ZHAW,10050801,Sårbehandlingsproduk,STK,C,,C,24.61,230,190.0,10.0,1.2621,AKTIV,8100.0,3.0,10.0,30.0,,,True,8100.0,EKPO,0.9970995213020357,C,Z,240.63102739460203,0.7895906112241542,90.0,FOR_MANGE_ORDRER,252.0,0.23277700028244783,8.999742789830492,5.53338948872752
4036668,Sutur rask resorb mult uf 4/0 PS-2S 45cm,ZHAW,10030908,Suturer,STK,,,,42.72,180,648.0,9.0,1.453,AKTIV,36912.0,5.0,4.0,24.0,,,True,36912.0,EKPO,0.9677726240874038,C,Z,337.28926004813763,1.921199625234192,30.1,OK,101.0,0.3736303845881459,10.51631907150734,4.624972813284271
4009899,Nesekateter O2 m/CO2 måling MR voksen,ZHAW,10050609,"Sug, slanger og pose",STK,B,,,66.96,290,4226.0,24.0,0.2334,AKTIV,269048.0,41.0,4.0,160.0,,,True,269048.0,EKPO,0.7112801860691176,A,X,687.9987601055761,6.142452930222583,233.7,FOR_MANGE_ORDRER,7542.0,-1.4550015591296814,12.50264879812939,8.928375259853631
4001523,"Øretube otoskop universal grå 4,0mm",ZHAW,10060514,"MTU, ØNH generell",STK,C,,C,1.0592,2250,25825.0,24.0,0.7742,AKTIV,27201.4,24.0,1.0,27.0,3.0,1.0,True,27201.4,EKPO,0.9793330074194577,C,Y,13522.650099369199,1.9097587980335806,528.4,FOR_MANGE_ORDRER,6363.0,-0.2559250408385893,10.211060483685701,8.758412389457677
4038574,Kateter Koronar Ostial m/ballongtip 6mm,ZHAW,10050108,Venekanyl/-port/-nål,STK,,X,,316.63,170,290.0,10.0,1.372,AKTIV,123840.0,5.0,8.4,42.0,3.0,1.0,True,123840.0,EKPO,0.8557492600004333,B,Z,82.88073621528272,3.499003667712663,-28.6,OK,299.0,0.31626952930369356,11.726753763726352,5.703782474656201
4003208,Bandasje skum m/silik post-op 10x25cm,ZHAW,10050801,Sårbehandlingsproduk,STK,C,,,59.06,120,3450.0,24.0,0.3591,AKTIV,176670.0,23.0,12.58,302.0,,,True,176670.0,EKPO,0.8055560772363739,B,X,661.9016411778808,5.21225479039542,120.6,FOR_MANGE_ORDRER,2578.0,-1.0241543777500999,12.082044524861267,7.8551570058813445
4009251,Nesepronge Optiflow L,ZHAW,10050505,Oksygenbehandling,STK,C,,,194.29,100,360.0,10.0,1.3472,AKTIV,56000.0,4.0,4.0,16.0,,,True,56000.0,EKPO,0.9464542589022232,B,Z,117.88448700962857,3.053836930813432,-34.5,OK,416.0,0.2980283645059252,10.933124826700707,6.0330862217988015
4003859,Dren opr m/belg u/trokar sug<75mmhg Ch18,ZHAW,10050610,Sårdren,STK,C,,C,134.42,60,430.0,24.0,0.394,AKTIV,49275.0,14.0,3.0,45.0,,,True,49275.0,EKPO,0.9536746125840082,C,X,154.89340038015558,2.7761027838800687,152.2,FOR_MANGE_ORDRER,1912.0,-0.9314043696842031,10.805192426081865,7.556427969440253
4008354,"SVK 4løp G16/18/18/14 kateter 8,5Fr 20cm",ZHAW,10050108,Venekanyl/-port/-nål,STK,C,,C,229.65,90,125.0,12.0,1.1913,AKTIV,31160.0,7.0,2.0,14.0,,,True,31160.0,EKPO,0.9760073702057841,C,Z,63.89287245758932,1.9563997546513854,78.9,FOR_MANGE_ORDRER,511.0,0.17504514782317845,10.346922591895922,6.238324625039508
4015483,Bind fiksering Fransbind steril 10cmx4m,ZHAW,10050801,Sårbehandlingsproduk,RUL,C,,C,1.39,455,6540.0,24.0,0.2594,AKTIV,19470.0,33.0,2.0,64.0,,,True,19470.0,EKPO,0.9884104786664981,C,X,5940.350981564361,1.1009450485832615,1398.7,FOR_MANGE_ORDRER,10779.0,-1.3493840070997936,9.876681458115621,9.285447844462988
4001291,Bandasje absorb tykk 10x23cm,ZHAW,10050801,Sårbehandlingsproduk,STK,C,Y,C,2.02,550,10600.0,24.0,0.356,AKTIV,19053.0,29.0,6.0,174.0,,,True,19053.0,EKPO,0.9895068366623049,C,X,6273.470781279239,1.6896547970912088,758.2,FOR_MANGE_ORDRER,8488.0,-1.0328245481301066,9.855032332266724,9.046526486737967
4006094,Sutur hud sort 0 FSLX 75cm,ZHAW,10030908,Suturer,STK,B,,C,11.47,396,8646.0,24.0,0.1946,AKTIV,99108.0,40.0,6.0,240.0,,,True,99108.0,EKPO,0.8918367918511277,B,X,2377.697156146466,3.636291517466662,450.0,FOR_MANGE_ORDRER,10041.0,-1.6368091092302324,11.503975533550639,9.21453157659465
4004074,Bandasje skum m/silikon 10x20cm,ZHAW,10050801,Sårbehandlingsproduk,STK,C,,C,24.06,240,520.0,18.0,1.0205,AKTIV,9225.0,5.0,9.0,45.0,,,True,9225.0,EKPO,0.9964689458884853,C,Z,402.60993913746006,1.291572684752972,93.6,FOR_MANGE_ORDRER,438.0,0.020292703267762394,9.129780864117766,6.0844994130751715
4006177,Sårgel hydrogel 15g tube,ZHAW,10050801,Sårbehandlingsproduk,STK,C,,C,22.66,230,3040.0,24.0,0.3122,AKTIV,36480.0,38.0,8.0,296.0,,,True,36480.0,EKPO,0.9686669892348203,C,X,1003.0843871438165,3.0306522950238506,526.9,FOR_MANGE_ORDRER,10067.0,-1.1641112709008055,10.50454685609326,9.217117356255207
4008451,Sutur resorb mult lilla 2/0 MH 70cm,ZHAW,10030908,Suturer,STK,C,,C,15.28,216,1944.0,20.0,0.6939,AKTIV,30250.0,23.0,2.39,59.0,,,True,30250.0,EKPO,0.9775014986313784,C,Y,976.8257171447692,1.9901195943962764,477.9,FOR_MANGE_ORDRER,5898.0,-0.3654274210766339,10.31728452076383,8.682538124003075
4001138,"Tube endotrach preform oral m/cuff 8,0mm",ZHAW,10050104,Anestesi luftveiprod,STK,C,,C,27.33,340,1020.0,23.0,0.4767,AKTIV,31200.0,11.0,2.82,31.0,,,True,31200.0,EKPO,0.9757543751443838,C,X,529.0672777754577,1.9279211602137676,185.3,FOR_MANGE_ORDRER,1740.0,-0.740867916771357,10.348205424565993,7.462214939768189
4008108,Slange insufflator m/filter Olympus 3m,ZHAW,10030903,Fagspes. Kir. Instr,STK,B,,C,43.04,54,4670.0,24.0,0.1806,AKTIV,74200.0,14.0,2.0,28.0,,,True,74200.0,EKPO,0.923803360982906,B,X,902.0963812370007,5.176830433125402,35.2,OK,356.0,-1.711470637999252,11.214532906153606,5.877735781779639
4033646,Magasin suturmaskin EndoGia vaskulæ 60mm,ZHAW,10030906,"Hudklips, lim, tape",STK,,X,,1890.0,132,594.0,16.0,0.9106,AKTIV,1360800.0,11.0,10.91,120.0,,,True,1360800.0,EKPO,0.16678735975573308,A,Y,48.55041562276123,12.234704736935827,-55.0,FOR_FÅ_ORDRER,6185.0,-0.09365155608145538,14.123584054925365,8.730043953245016
4006088,Sutur hud 4/0 FS-2 45cm,ZHAW,10030908,Suturer,STK,B,,C,10.25,732,12600.0,24.0,0.28,AKTIV,130194.0,47.0,22.06,1059.0,,,True,130194.0,EKPO,0.8485958061924572,B,X,3036.364964084843,4.149698784249286,466.3,FOR_MANGE_ORDRER,11950.0,-1.2729656758128873,11.776788605561455,9.388570235866881
4002277,Bandasje skum m/silik/kleb 10x10cm,ZHAW,10050801,Sårbehandlingsproduk,STK,B,,C,14.79,90,13336.0,24.0,0.1961,AKTIV,107000.0,36.0,29.72,1070.0,,,True,107000.0,EKPO,0.8818733571011383,B,X,2600.514849945491,5.128215284092508,251.0,FOR_MANGE_ORDRER,6903.0,-1.6291305457798364,11.580593459194764,8.839856232763264
4038736,Stomi ConvaTec 1Dcvx tømb 54mm,ZHAW,10050701,Stomiprodukter,STK,,Y,,0.01,110,50.0,3.0,2.7641,NY_ARTIKKEL,1.6,3.0,5.33,16.0,,,True,1.6,EKPO,0.9999999676042911,C,Z,6123.724356957945,0.008164965809277261,18271.2,FOR_MANGE_ORDRER,1113.0,1.0167150847010353,0.9555114450274363,7.01571242048723
4044449,Drenasjesett ekstern CSF m/nålfri kobl,ZHAW,10050606,Operasjonsprodukter,STK,,X,,1204.32,112,12.0,1.0,4.7958,NY_ARTIKKEL,180648.0,2.0,75.0,150.0,,,True,180648.0,EKPO,0.802681674008658,B,Z,8.644707543540841,1.3881325585116142,-28.0,OK,113.0,1.5677405348778912,12.104311200994454,4.736198448394496
4008214,Kat urin 2veis silikon bøyd Tiemann Ch12,ZHAW,10050404,Urol. Kateter/tilbh,STK,C,,C,151.85,110,330.0,19.0,0.8608,AKTIV,19821.1,1.0,2.0,2.0,,,True,19821.1,EKPO,0.9882523973492495,C,Y,127.66745574281875,2.58484042060627,-80.7,FOR_FÅ_ORDRER,6520.0,-0.14989308957461708,9.894552755853535,8.782783017393202
4008431,Bind fiksering elastisk steril 6cmx4m,ZHAW,10050801,Sårbehandlingsproduk,RUL,C,,C,4.44,435,634.0,10.0,2.1044,AKTIV,1068.0,1.0,12.0,12.0,,,True,1068.0,EKPO,0.9999285994512228,C,Z,1034.8651824976748,0.6126401880386235,-18.4,OK,19.0,0.7440303908745152,6.974478911025045,2.995732273553991
4009898,Nesekateter O2 m/CO2 måling voksen,ZHAW,10050609,"Sug, slanger og pose",STK,C,,,66.64,270,1125.0,20.0,0.5617,AKTIV,65585.0,10.0,4.0,40.0,,,True,65585.0,EKPO,0.9333120742473645,B,Y,355.82740936878827,3.1616451413781403,58.1,FOR_MANGE_ORDRER,507.0,-0.57678737944375,11.09111753752189,6.230481447578482
4036777,Sutur res mult antib 0 SH 70cm,ZHAW,10030908,Suturer,STK,,X,X,20.64,540,2160.0,13.0,1.3013,AKTIV,56468.0,7.0,10.86,76.0,,,True,56468.0,EKPO,0.9455444185113205,B,Z,885.9366348279275,2.4380976190464563,43.6,OK,242.0,0.2633637648005745,10.941447093992288,5.493061443340548
4006678,Tamponggas usteril 5cmx5m,ZHAW,10050801,Sårbehandlingsproduk,RUL,C,,C,7.57,145,878.0,22.0,0.6766,AKTIV,4862.4,10.0,8.0,80.0,3.0,1.0,True,4862.4,EKPO,0.9987375729833184,C,Y,932.6741712105728,0.9413791301418716,431.1,FOR_MANGE_ORDRER,2471.0,-0.390675022635529,8.48949306077396,7.812782818577581
4008508,"Hanske opr lateks suprem 7,5",ZHAW,10050604,Operasjonshansker,PAR,,,C,4.83,1250,20950.0,24.0,0.4199,AKTIV,113966.44,29.0,2.3,76.0,,,True,113966.44,EKPO,0.8711501246435918,B,X,5703.600257786403,3.673118566014443,294.8,FOR_MANGE_ORDRER,6063.0,-0.8677386912919894,11.643668072546088,8.710124927322207
4006529,"Tube endotrach preform oral m/cuff 6,5mm",ZHAW,10050504,Luftveisprod. Slange,STK,C,,,23.0,270,170.0,13.0,1.1145,AKTIV,4600.0,2.0,1.0,2.0,,,True,4600.0,EKPO,0.9989290308120691,C,Z,235.44592289673577,0.7220341635499898,38.5,OK,58.0,0.10840587384378654,8.434028950155469,4.07753744390572
4000419,Steriliseringspose 100x200mm,ZHAW,10030801,Dampsterilis. Emball,STK,C,,C,0.3,2300,14700.0,21.0,0.7619,AKTIV,4752.0,9.0,1.0,8.0,,,True,4752.0,EKPO,0.9988543339389984,C,Y,19170.289512680814,0.7668115805072325,486.8,FOR_MANGE_ORDRER,2323.0,-0.27193996550317306,8.46653127661401,7.751045117971802
4004450,Sårplate hydrokoll m/indikator 10x10cm,ZHAW,10050801,Sårbehandlingsproduk,STK,C,,C,7.0,435,1170.0,24.0,0.5437,AKTIV,8028.0,5.0,24.0,120.0,,,True,8028.0,EKPO,0.9971647024430152,C,Y,1119.6300409382684,1.0449880382090506,139.2,FOR_MANGE_ORDRER,635.0,-0.6093576548302622,8.990815266184685,6.455198563340122
4002745,CVi Sprøytesett A2000,ZHAW,10030703,Radiol. Vaskul. Prod,STK,,X,,239.36,180,1020.0,14.0,0.9825,AKTIV,303008.0,14.0,9.14,120.0,,,True,303008.0,EKPO,0.6786663962471572,A,Y,178.77423548354855,5.705520134045624,22.7,OK,180.0,-0.01765493523872071,12.621517787020679,5.198497031265826
4008454,Sutur resorb mult Ufarget 4/0 FS-2 70cm,ZHAW,10030908,Suturer,STK,B,,C,17.86,432,4500.0,23.0,0.6534,AKTIV,77154.0,20.0,6.0,122.0,,,True,77154.0,EKPO,0.9188733108504303,B,Y,1374.6627398661315,3.2735302045345485,205.5,FOR_MANGE_ORDRER,3393.0,-0.4255657798151673,11.253571664505305,8.129764445794171
4006023,Ligatur resorb mult lilla 3/0 hjul 250cm,ZHAW,10030908,Suturer,STK,B,,C,33.17,288,5184.0,24.0,0.3525,AKTIV,167160.0,28.0,15.0,420.0,,,True,167160.0,EKPO,0.8152782503747384,B,X,1082.6557639275334,4.788225558596838,192.4,FOR_MANGE_ORDRER,4546.0,-1.0427046567298137,12.026712698836372,8.42222295382501
4009256,Trokar kompl 12mm hylse m/ballong 100mm,ZHAW,10030506,Ortopedi forbr,STK,A,,C,215.0,96,4308.0,24.0,0.1779,AKTIV,792000.0,42.0,16.0,672.0,,,True,792000.0,EKPO,0.38453204749536063,A,X,387.65844472607824,11.112875415480909,89.0,FOR_MANGE_ORDRER,3491.0,-1.7265336843103476,13.58231793342203,8.158229916959494
4006775,Sutur rask resorb mult uf 5/0 P-3 45cm,ZHAW,10030908,Suturer,STK,C,,C,36.97,396,1692.0,18.0,0.9379,AKTIV,59897.5,9.0,5.0,45.0,,,True,59897.5,EKPO,0.9403480810088815,B,Y,585.8765098768973,2.8879806093531863,55.8,FOR_MANGE_ORDRER,433.0,-0.06411194546724429,11.000406742053764,6.073044534100405
4000979,Sonde mage steril enlumen Ch28/80cm,ZHAW,10050105,Magesonder,STK,C,,C,9.39,234,390.0,21.0,0.7991,AKTIV,3382.5,5.0,3.0,15.0,,,True,3382.5,EKPO,0.999482165379155,C,Y,558.1232815822051,0.6987703485409209,257.8,FOR_MANGE_ORDRER,973.0,-0.2242691846017199,8.12666595567228,6.881411303642535
4001572,"Tape mikroporøs m/dispenser 12,5mm",ZHAW,10050801,Sårbehandlingsproduk,STK,C,,C,5.1,840,2400.0,24.0,0.5122,AKTIV,6120.0,5.0,10.0,50.0,,,True,6120.0,EKPO,0.9985266946171073,C,Y,1878.6728732554484,1.277497553813705,95.7,FOR_MANGE_ORDRER,448.0,-0.6690401052167122,8.71948076085107,6.1070228877422545
4006171,"Tube endotach m/cuff 4,5mm",ZHAW,10050504,Luftveisprod. Slange,STK,C,,C,16.0,270,250.0,11.0,1.3428,AKTIV,4800.0,3.0,4.0,12.0,,,True,4800.0,EKPO,0.9988157513802123,C,Z,342.32659844072884,0.7302967433402214,105.4,FOR_MANGE_ORDRER,296.0,0.2947569861237428,8.476579508530941,5.6937321388027
4008609,Sutur hud uf 4/0 FSL 75cm,ZHAW,10030908,Suturer,STK,C,,C,20.34,144,492.0,6.0,2.4104,AKTIV,7350.0,5.0,6.0,30.0,,,True,7350.0,EKPO,0.9975350637483442,C,Z,425.92948853482756,1.1551207729064525,116.4,FOR_MANGE_ORDRER,543.0,0.8797927088339544,8.902591637374087,6.298949246855942
4000090,Filmbandasje 6x7cm,ZHAW,10050801,Sårbehandlingsproduk,STK,B,,C,6.73,2700,34586.0,21.0,0.5762,AKTIV,191655.84,27.0,10.07,282.0,5.0,1.0,True,191655.84,EKPO,0.7844798593891097,A,Y,6208.308194583301,5.570921886606082,142.3,FOR_MANGE_ORDRER,3493.0,-0.5513004563317089,12.163461760231831,8.158802490694002
4008448,Sutur resorb mult lilla 0 UR-6 70cm,ZHAW,10030908,Suturer,STK,B,,C,20.42,612,7776.0,24.0,0.3849,AKTIV,159495.0,31.0,7.0,217.0,,,True,159495.0,EKPO,0.8219236049125103,B,X,1689.9773685958955,4.601245048897092,236.9,FOR_MANGE_ORDRER,5748.0,-0.9547717186924366,11.979774122522663,8.656781205623291
4008346,Tupfer gas flat steril 30x30mm 5pk,ZHAW,10050801,Sårbehandlingsproduk,STK,C,,C,0.2417,8450,101659.0,22.0,0.4286,AKTIV,29820.5,17.0,1.06,18.0,,,True,29820.5,EKPO,0.9777436179904442,C,X,56164.93015571145,1.8100084824847276,369.6,FOR_MANGE_ORDRER,3949.0,-0.8472311959426605,10.3029848888645,8.281470857895167
4008280,Trykksett art barn lukk m/prøvetakingsys,ZHAW,10050103,Infusjon/transfj. Pr,STK,,X,C,419.22,56,480.0,18.0,0.9098,AKTIV,276280.0,8.0,3.63,31.0,,,True,276280.0,EKPO,0.702474671522322,A,Y,92.66809891468586,5.17977605693528,-22.8,OK,261.0,-0.09453048384623328,12.529173742712791,5.568344503761097
4003916,Hullduk opr m/lim transparent 40x40cm,ZHAW,10050607,Oppdekkingsprodukter,STK,C,X,C,12.78,260,2080.0,24.0,0.9484,AKTIV,27540.0,9.0,6.0,54.0,,,True,27540.0,EKPO,0.9791121531234636,C,Y,1104.8335969707407,1.8826364492381422,139.0,FOR_MANGE_ORDRER,1142.0,-0.05297892479088662,10.223431082444048,7.04141166379481
4003611,Hanske plast steril S,ZHAW,10050308,Undersøkelseshansker,STK,C,Y,C,1.0447,1400,5201.0,21.0,0.9292,AKTIV,6180.0,3.0,1.0,3.0,,,True,6180.0,EKPO,0.9984770049580646,C,Y,6110.521284986259,0.8511548781900193,76.2,FOR_MANGE_ORDRER,210.0,-0.07343127808588294,8.729235349659273,5.351858133476067
4004238,"Tube endotrach m/cuff 6,5mm",ZHAW,10050104,Anestesi luftveiprod,STK,C,X,C,16.58,130,590.0,20.0,0.7517,AKTIV,10800.0,7.0,2.29,16.0,,,True,10800.0,EKPO,0.9952584534252018,C,Y,516.6118626653497,1.1420566243988663,206.5,FOR_MANGE_ORDRER,1191.0,-0.2854179707987138,9.287394001418473,7.083387847625295
4035974,Innføringssett 9FR m/sideslange,ZHAW,10030703,Radiol. Vaskul. Prod,BOX,,X,,4620.0,10,90.0,23.0,0.3868,AKTIV,445560.0,14.0,7.0,383.0,,,True,445560.0,EKPO,0.5495210089229285,A,X,12.087344460380704,7.445804187594514,-6.0,OK,21.0,-0.9498475154029978,13.007089441323247,3.091042453358316
4004262,Bind kirurgisk blodtomhet steril15x275cm,ZHAW,10039999,Kirurgisk forbruksm,RUL,C,X,C,45.74,40,940.0,24.0,0.4538,AKTIV,33702.3,12.0,3.25,39.0,,,True,33702.3,EKPO,0.9720667078112115,C,X,392.5965495536979,2.3943154902114854,150.6,FOR_MANGE_ORDRER,1625.0,-0.7900987066363957,10.42535103439499,7.3938782901077555
4006758,Adapter EtCo2 Hamilton airway voksen/ped,ZHAW,10060502,"MTU, Dialyse",STK,B,Y,,195.08,304,4155.0,24.0,0.3015,AKTIV,877320.0,23.0,18.61,418.0,5.0,1.0,True,877320.0,EKPO,0.35792991111102773,A,X,399.677566375408,10.395879953135282,10.6,OK,80.0,-1.198985262814897,13.684628224909664,4.394449154672439
4000288,PVK safety m/brønn grønn 18Gx32mm,ZHAW,10050108,Venekanyl/-port/-nål,STK,A,X,B,6.75,1000,151700.0,24.0,0.1196,AKTIV,37950.0,1.0,110.0,110.0,3.0,1.0,True,37950.0,EKPO,0.9674729272418835,C,X,12982.89472943363,11.684605256490268,-95.7,FOR_FÅ_ORDRER,187643.0,-2.1236024374656055,10.544051132937742,12.14230182963151
4045025,Stimulatorprobe til NIM 3.0,ZHAW,10050305,Pasientstell,STK,,,,593.42,65,130.0,7.0,1.8252,AKTIV,124034.92,9.0,4.67,42.0,,,True,124034.92,EKPO,0.8547437751350987,B,Z,40.534163806712726,3.2071711314905955,40.3,OK,279.0,0.6016895700711103,11.728326480058126,5.634789603169249
4001387,Bind fiksering elastisk 6cmx4m,ZHAW,10050801,Sårbehandlingsproduk,RUL,C,,C,2.6037,1660,17440.0,24.0,0.2732,AKTIV,19443.2,31.0,28.0,840.0,,,True,19443.2,EKPO,0.9887263441373481,C,X,7087.7501597796945,2.4605833454691184,529.9,FOR_MANGE_ORDRER,8227.0,-1.297551151285502,9.87530410406184,9.015298250772847
4001289,Bandasje absorb tykk 10x13cm,ZHAW,10050801,Sårbehandlingsproduk,STK,C,Y,C,1.46,750,18100.0,24.0,0.2374,AKTIV,23244.0,39.0,8.0,312.0,,,True,23244.0,EKPO,0.9844139427997688,C,X,9642.585340809514,1.8770899463442519,938.8,FOR_MANGE_ORDRER,11945.0,-1.4380087968065693,10.053845334124684,9.388151773292252
4000427,Vakumrør Li-Heparin gel grønn 4ml,ZHAW,10040101,Blodprøvetakingsutst,STK,C,Y,B,1.33,1200,17015.0,24.0,0.3404,AKTIV,17224.32,11.0,24.0,264.0,,,True,17224.32,EKPO,0.990967426435467,C,X,9795.368707726153,1.737045384170105,216.6,FOR_MANGE_ORDRER,1931.0,-1.0776338822829181,9.754135673358062,7.566311014772463
4044462,Fikseringsimplantat benlapp titan 16mm,ZHAW,10030904,Gener. Kir. Instrum,STK,,X,,426.65,66,152.0,4.0,2.4336,NY_ARTIKKEL,84476.04,1.0,33.0,33.0,,,True,84476.04,EKPO,0.9117336400526387,B,Z,51.69119242379986,2.9405396330152285,-83.0,FOR_FÅ_ORDRER,8934.0,0.8893716425228915,11.34423506044746,9.097731427593528
4004121,Bandasje hydrofiber høyabsorb 10x10cm,ZHAW,10050801,Sårbehandlingsproduk,STK,C,,C,20.62,320,1720.0,24.0,0.5997,AKTIV,23400.0,15.0,12.0,168.0,,,True,23400.0,EKPO,0.983846642945012,C,Y,790.9527214476668,2.1745926821667854,244.9,FOR_MANGE_ORDRER,2836.0,-0.511325748807673,10.060534035475412,7.950502434808851
4038735,Stomi ConvaTec 1Dcvx tømb 44mm,ZHAW,10050701,Stomiprodukter,STK,,Y,,0.1,180,30.0,2.0,3.5119,NY_ARTIKKEL,2.1,1.0,21.0,21.0,,,True,2.1,EKPO,0.999999939998925,C,Z,1499.9999999999998,0.020000000000000004,2400.0,FOR_MANGE_ORDRER,346.0,1.2561572015633835,1.1314021114911006,5.849324779946859
4008010,Flaskepropp universal m/lukking lilla,ZHAW,10050501,Ernær. Syst til barn,STK,C,,C,12.58,249,1190.0,14.0,1.3282,AKTIV,13708.4,6.0,2.0,12.0,4.0,2.0,True,13708.4,EKPO,0.9931706508968533,C,Z,842.2941644458066,1.4128080784970996,112.3,FOR_MANGE_ORDRER,630.0,0.2838246421244763,9.525837007922554,6.447305862541213
4007818,Stomipose 2D NovaL2 tømb beige maxi 70cm,ZHAW,10050701,Stomiprodukter,STK,C,,C,0.01,210,900.0,17.0,0.8718,AKTIV,84.6,14.0,2.0,30.0,,,True,84.6,EKPO,0.9999965971514706,C,Y,25980.76211353316,0.034641016151377546,20107.3,FOR_MANGE_ORDRER,5198.0,-0.13719523917784482,4.449685283147696,8.556221578383715
