unit_id,condition,age_months,brand,cosmetic_grade,functional_grade,new_price_nok,ev_repair,ev_refurbish,ev_recycle,ev_dispose,optimal_action,optimal_value
247,5,9,ElektroNor,5,5,4800.0,2825.616,1978.445,256.32,-180.0,repair,2825.616
248,2,28,NordicTech,3,2,6200.0,-404.7158999999999,478.67720000000025,366.08,-180.0,refurbish,478.67720000000025
249,2,23,ElektroNor,3,2,4800.0,-497.8055999999999,276.39680000000004,256.32,-180.0,refurbish,276.39680000000004
250,2,28,ViksTek,2,2,3600.0,-649.5924,27.435200000000194,162.24,-180.0,recycle,162.24
251,2,33,NordicTech,2,2,6200.0,-485.12479999999994,396.64940000000007,366.08,-180.0,refurbish,396.64940000000007
252,5,20,NordicTech,5,5,6200.0,3419.1,2489.4500000000003,366.08,-180.0,repair,3419.1
253,3,12,NordicTech,2,4,6200.0,1146.40664,1664.7341000000001,366.08,-180.0,refurbish,1664.7341000000001
254,3,15,NordicTech,4,3,6200.0,1119.02368,1667.7888500000006,366.08,-180.0,refurbish,1667.7888500000006
255,5,11,NordicTech,5,4,6200.0,3555.7859999999996,2578.46405,366.08,-180.0,repair,3555.7859999999996
256,3,22,ViksTek,3,3,3600.0,133.7510400000001,685.6601,162.24,-180.0,refurbish,685.6601
257,2,29,FjordLine,3,2,2400.0,-717.1103999999999,-138.6148,68.16,-180.0,recycle,68.16
258,4,13,ViksTek,5,4,3600.0,1276.3104000000003,1201.2872000000002,162.24,-180.0,repair,1276.3104000000003
259,3,27,NordicTech,3,3,6200.0,768.2380800000002,1460.9285750000001,366.08,-180.0,refurbish,1460.9285750000001
260,3,26,ViksTek,3,3,3600.0,92.44032000000017,657.2183000000001,162.24,-180.0,refurbish,657.2183000000001
261,2,25,NordicTech,3,1,6200.0,-634.62,295.17828125000005,366.08,-180.0,recycle,366.08
262,3,22,FjordLine,3,4,2400.0,-62.031359999999964,358.0511000000001,68.16,-180.0,refurbish,358.0511000000001
263,5,16,FjordLine,4,5,2400.0,858.3499199999998,707.9264,68.16,-180.0,repair,858.3499199999998
264,2,36,NordicTech,2,1,6200.0,-695.2536000000001,199.27265000000023,366.08,-180.0,recycle,366.08
265,3,24,NordicTech,4,3,6200.0,951.3762880000002,1558.4369600000005,366.08,-180.0,refurbish,1558.4369600000005
266,3,26,NordicTech,3,4,6200.0,1107.23586,1606.5992750000005,366.08,-180.0,refurbish,1606.5992750000005
267,3,21,NordicTech,3,3,6200.0,872.21184,1531.7122250000004,366.08,-180.0,refurbish,1531.7122250000004
268,4,20,NordicTech,4,4,6200.0,2448.3489599999994,2215.6048400000004,366.08,-180.0,repair,2448.3489599999994
269,5,9,FjordLine,5,5,2400.0,1027.152,780.8749999999999,68.16,-180.0,repair,1027.152
270,3,13,ElektroNor,3,3,4800.0,588.6124800000003,1154.1632000000002,256.32,-180.0,refurbish,1154.1632000000002
271,2,29,ElektroNor,2,1,4800.0,-731.6256000000001,59.22364999999999,256.32,-180.0,recycle,256.32
272,2,27,ElektroNor,3,2,4800.0,-514.7544,257.04320000000007,256.32,-180.0,refurbish,257.04320000000007
273,3,23,ViksTek,3,3,3600.0,123.42336000000022,678.5496500000005,162.24,-180.0,refurbish,678.5496500000005
274,4,20,ViksTek,4,4,3600.0,1079.8108799999998,1103.1735200000003,162.24,-180.0,refurbish,1103.1735200000003
275,3,13,FjordLine,2,4,2400.0,-81.69407999999993,360.1237999999999,68.16,-180.0,refurbish,360.1237999999999
276,3,16,ViksTek,3,3,3600.0,195.71712,728.3228000000003,162.24,-180.0,refurbish,728.3228000000003
277,3,18,FjordLine,4,3,2400.0,-116.90956799999981,345.27344,68.16,-180.0,refurbish,345.27344
278,3,31,ViksTek,3,4,3600.0,222.82727999999997,700.0355750000001,162.24,-180.0,refurbish,700.0355750000001
279,4,26,FjordLine,5,3,2400.0,195.27360000000027,500.5400000000002,68.16,-180.0,refurbish,500.5400000000002
280,2,29,NordicTech,2,2,6200.0,-465.78239999999994,420.0422000000002,366.08,-180.0,refurbish,420.0422000000002
281,1,37,ElektroNor,1,1,4800.0,-897.93984,-387.38290000000006,256.32,-180.0,recycle,256.32
282,5,13,ElektroNor,5,5,4800.0,2696.1119999999996,1924.865,256.32,-180.0,repair,2696.1119999999996
283,2,22,ViksTek,3,2,3600.0,-597.5778,80.34440000000015,162.24,-180.0,recycle,162.24
284,5,10,ElektroNor,5,5,4800.0,2793.2400000000002,1965.05,256.32,-180.0,repair,2793.2400000000002
285,4,22,ElektroNor,5,5,4800.0,1878.1920000000005,1678.8200000000004,256.32,-180.0,repair,1878.1920000000005
286,1,30,FjordLine,1,1,2400.0,-911.6688,-472.09675,68.16,-180.0,recycle,68.16
287,3,31,ViksTek,3,3,3600.0,40.80192000000022,621.6660500000003,162.24,-180.0,refurbish,621.6660500000003
288,2,23,NordicTech,2,2,6200.0,-436.7687999999999,455.13140000000016,366.08,-180.0,refurbish,455.13140000000016
289,2,23,ViksTek,3,2,3600.0,-600.8051999999999,76.63460000000002,162.24,-180.0,recycle,162.24
290,3,26,NordicTech,2,4,6200.0,889.1527200000002,1497.57305,366.08,-180.0,refurbish,1497.57305
291,2,29,NordicTech,3,3,6200.0,-173.82719999999998,630.4004150000003,366.08,-180.0,refurbish,630.4004150000003
292,5,15,ViksTek,4,5,3600.0,1701.8952,1283.3015,162.24,-180.0,repair,1701.8952
293,3,25,NordicTech,2,3,6200.0,617.3920000000004,1381.5837500000002,366.08,-180.0,refurbish,1381.5837500000002
294,4,15,ViksTek,5,5,3600.0,1350.9600000000003,1218.2,162.24,-180.0,repair,1350.9600000000003
295,4,14,ElektroNor,5,4,4800.0,1944.9888,1733.1331999999998,256.32,-180.0,repair,1944.9888
296,2,23,FjordLine,2,1,2400.0,-819.1055999999999,-225.87610000000004,68.16,-180.0,recycle,68.16
297,2,29,ViksTek,3,2,3600.0,-620.1696,54.375800000000154,162.24,-180.0,recycle,162.24
298,3,11,NordicTech,3,3,6200.0,1045.5014400000002,1649.6849750000003,366.08,-180.0,refurbish,1649.6849750000003
299,3,7,ElektroNor,3,3,4800.0,669.96672,1209.8048000000001,256.32,-180.0,refurbish,1209.8048000000001
300,3,21,NordicTech,2,3,6200.0,679.28768,1426.4199500000004,366.08,-180.0,refurbish,1426.4199500000004
301,4,12,NordicTech,3,4,6200.0,2452.29792,2255.03906,366.08,-180.0,repair,2452.29792
302,3,21,ElektroNor,4,2,4800.0,111.351168,905.9863999999999,256.32,-180.0,refurbish,905.9863999999999
303,3,20,ElektroNor,2,3,4800.0,342.90240000000017,1007.2760000000003,256.32,-180.0,refurbish,1007.2760000000003
304,5,26,FjordLine,5,5,2400.0,740.328,659.75,68.16,-180.0,repair,740.328
305,2,25,ViksTek,2,2,3600.0,-640.92,38.03000000000003,162.24,-180.0,recycle,162.24
306,2,16,NordicTech,2,1,6200.0,-642.5016,294.3059000000002,366.08,-180.0,recycle,366.08
307,2,27,ViksTek,3,2,3600.0,-613.7148,61.79540000000007,162.24,-180.0,recycle,162.24
308,2,31,ViksTek,2,2,3600.0,-658.2648,16.840400000000074,162.24,-180.0,recycle,162.24
309,2,30,NordicTech,2,2,6200.0,-470.61799999999994,414.1940000000003,366.08,-180.0,refurbish,414.1940000000003
310,2,24,ElektroNor,3,2,4800.0,-502.04279999999994,271.5584000000001,256.32,-180.0,refurbish,271.5584000000001
311,4,19,NordicTech,5,4,6200.0,2582.4159999999997,2285.5739000000003,366.08,-180.0,repair,2582.4159999999997
312,2,23,NordicTech,4,2,6200.0,-336.2488199999999,542.04548,366.08,-180.0,refurbish,542.04548
313,3,24,ElektroNor,4,3,4800.0,540.9995520000002,1100.24384,256.32,-180.0,refurbish,1100.24384
314,2,21,NordicTech,3,2,6200.0,-366.8088,521.7629000000003,366.08,-180.0,refurbish,521.7629000000003
315,2,30,ElektroNor,2,2,4800.0,-570.102,202.13600000000017,256.32,-180.0,recycle,256.32
316,4,5,ViksTek,3,4,3600.0,1210.6464,1192.3569499999999,162.24,-180.0,repair,1210.6464
317,5,9,ViksTek,5,5,3600.0,1926.384,1379.66,162.24,-180.0,repair,1926.384
318,1,37,NordicTech,1,2,6200.0,-855.09616,-278.92269999999996,366.08,-180.0,recycle,366.08
319,5,8,NordicTech,5,5,6200.0,3916.139999999999,2694.08,366.08,-180.0,repair,3916.139999999999
320,2,16,NordicTech,1,3,6200.0,-255.24640000000005,592.5390800000004,366.08,-180.0,refurbish,592.5390800000004
321,4,9,FjordLine,4,5,2400.0,672.6931199999998,686.5591999999999,68.16,-180.0,refurbish,686.5591999999999
322,3,27,ViksTek,4,3,3600.0,156.0030720000001,685.5607400000001,162.24,-180.0,refurbish,685.5607400000001
323,2,24,FjordLine,1,3,2400.0,-670.1472,-105.65536,68.16,-180.0,recycle,68.16
324,5,13,ElektroNor,5,5,4800.0,2696.1119999999996,1924.865,256.32,-180.0,repair,2696.1119999999996
325,2,15,ViksTek,2,2,3600.0,-612.012,73.34600000000006,162.24,-180.0,recycle,162.24
326,1,41,ViksTek,1,1,3600.0,-906.59424,-435.5942125,162.24,-180.0,recycle,162.24
327,3,30,NordicTech,3,4,6200.0,1024.9233000000002,1556.332625,366.08,-180.0,refurbish,1556.332625
328,2,25,NordicTech,3,2,6200.0,-388.46999999999997,497.1425000000001,366.08,-180.0,refurbish,497.1425000000001
329,3,10,NordicTech,2,3,6200.0,849.5008000000005,1549.7195000000002,366.08,-180.0,refurbish,1549.7195000000002
330,4,22,ElektroNor,5,4,4800.0,1737.7824000000005,1633.6436,256.32,-180.0,repair,1737.7824000000005
331,3,8,NordicTech,2,4,6200.0,1219.90776,1712.4944000000003,366.08,-180.0,refurbish,1712.4944000000003
332,4,7,FjordLine,5,4,2400.0,662.7167999999998,696.6949999999998,68.16,-180.0,refurbish,696.6949999999998
333,2,35,ElektroNor,2,2,4800.0,-589.044,179.1319999999999,256.32,-180.0,recycle,256.32
334,4,13,NordicTech,5,3,6200.0,2195.2480000000005,2199.306200000001,366.08,-180.0,refurbish,2199.306200000001
335,4,27,NordicTech,3,4,6200.0,2003.32032,2028.8391350000004,366.08,-180.0,refurbish,2028.8391350000004
336,3,19,ElektroNor,3,2,4800.0,58.11504000000008,879.5840000000001,256.32,-180.0,refurbish,879.5840000000001
337,4,17,FjordLine,4,4,2400.0,487.554432,609.2394079999999,68.16,-180.0,refurbish,609.2394079999999
338,4,14,ViksTek,3,4,3600.0,1050.0979200000002,1110.5558600000002,162.24,-180.0,refurbish,1110.5558600000002
339,1,34,ViksTek,1,1,3600.0,-904.64376,-429.236725,162.24,-180.0,recycle,162.24
340,3,23,NordicTech,4,3,6200.0,970.0037760000004,1570.5871700000007,366.08,-180.0,refurbish,1570.5871700000007
341,4,19,ViksTek,3,4,3600.0,960.9043199999999,1065.1108100000001,162.24,-180.0,refurbish,1065.1108100000001
342,3,27,NordicTech,3,4,6200.0,1086.6577200000002,1594.0326125000001,366.08,-180.0,refurbish,1594.0326125000001
343,4,12,ElektroNor,4,4,4800.0,1912.6967040000002,1714.2301759999998,256.32,-180.0,repair,1912.6967040000002
344,2,28,NordicTech,2,3,6200.0,-247.74079999999995,576.7739600000003,366.08,-180.0,refurbish,576.7739600000003
345,2,15,ElektroNor,3,2,4800.0,-463.908,315.1040000000001,256.32,-180.0,refurbish,315.1040000000001
346,4,9,NordicTech,3,4,6200.0,2542.0934399999996,2300.279045,366.08,-180.0,repair,2542.0934399999996
347,3,21,ElektroNor,4,2,4800.0,111.351168,905.9863999999999,256.32,-180.0,refurbish,905.9863999999999
348,2,23,FjordLine,2,2,2400.0,-726.6936,-144.15519999999998,68.16,-180.0,recycle,68.16
349,5,12,NordicTech,5,5,6200.0,3750.46,2625.87,366.08,-180.0,repair,3750.46
350,1,30,NordicTech,2,2,6200.0,-838.1235999999999,-248.60199999999995,366.08,-180.0,recycle,366.08
351,3,19,NordicTech,3,3,6200.0,906.8697600000004,1555.3067750000002,366.08,-180.0,refurbish,1555.3067750000002
352,3,20,ElektroNor,3,3,4800.0,493.69920000000025,1089.2480000000003,256.32,-180.0,refurbish,1089.2480000000003
353,2,35,NordicTech,2,1,6200.0,-692.616,204.0243125000001,366.08,-180.0,recycle,366.08
354,3,26,ElektroNor,2,4,4800.0,495.19608000000005,1054.4341999999997,256.32,-180.0,refurbish,1054.4341999999997
355,4,20,NordicTech,3,4,6200.0,2212.8432,2134.3991000000005,366.08,-180.0,repair,2212.8432
356,2,22,ElektroNor,1,2,4800.0,-586.0211999999999,196.64960000000005,256.32,-180.0,recycle,256.32
357,2,20,NordicTech,1,1,6200.0,-686.253,230.41512500000022,366.08,-180.0,recycle,366.08
358,3,16,NordicTech,1,3,6200.0,554.4579199999998,1374.2318000000005,366.08,-180.0,refurbish,1374.2318000000005
359,5,11,ElektroNor,5,4,4800.0,2576.3207999999995,1901.0218999999997,256.32,-180.0,repair,2576.3207999999995
360,3,27,NordicTech,2,3,6200.0,586.4441600000001,1359.1656500000001,366.08,-180.0,refurbish,1359.1656500000001
361,5,12,ViksTek,5,5,3600.0,1852.512,1348.88,162.24,-180.0,repair,1852.512
362,2,31,ElektroNor,2,2,4800.0,-573.8904,197.53520000000006,256.32,-180.0,recycle,256.32
363,3,21,ViksTek,3,3,3600.0,144.07872000000006,692.7705500000003,162.24,-180.0,refurbish,692.7705500000003
364,4,16,NordicTech,4,5,6200.0,2761.62944,2336.0504000000005,366.08,-180.0,repair,2761.62944
365,3,23,NordicTech,3,3,6200.0,837.5539200000004,1508.1176750000009,366.08,-180.0,refurbish,1508.1176750000009
366,3,23,ViksTek,3,3,3600.0,123.42336000000022,678.5496500000005,162.24,-180.0,refurbish,678.5496500000005
367,3,12,NordicTech,3,2,6200.0,416.2435800000003,1348.598,366.08,-180.0,refurbish,1348.598
368,3,13,NordicTech,3,3,6200.0,1010.8435200000005,1626.0904250000008,366.08,-180.0,refurbish,1626.0904250000008
369,4,10,NordicTech,5,4,6200.0,2880.6400000000003,2428.0610000000006,366.08,-180.0,repair,2880.6400000000003
370,3,17,ElektroNor,5,3,4800.0,689.4816000000002,1200.4070000000002,256.32,-180.0,refurbish,1200.4070000000002
371,1,21,ViksTek,1,1,3600.0,-901.02144,-417.4299625,162.24,-180.0,recycle,162.24
372,4,12,ElektroNor,4,4,4800.0,1912.6967040000002,1714.2301759999998,256.32,-180.0,repair,1912.6967040000002
373,4,19,NordicTech,5,4,6200.0,2582.4159999999997,2285.5739000000003,366.08,-180.0,repair,2582.4159999999997
374,3,19,NordicTech,3,2,6200.0,332.8479600000002,1276.7885000000003,366.08,-180.0,refurbish,1276.7885000000003
375,2,25,NordicTech,1,2,6200.0,-504.40999999999997,389.72750000000013,366.08,-180.0,refurbish,389.72750000000013
376,2,30,ViksTek,2,2,3600.0,-655.374,20.372000000000156,162.24,-180.0,recycle,162.24
377,2,27,ElektroNor,1,2,4800.0,-602.7192,174.83360000000005,256.32,-180.0,recycle,256.32
378,3,30,ViksTek,3,3,3600.0,51.129600000000096,628.7765000000003,162.24,-180.0,refurbish,628.7765000000003
379,3,23,ViksTek,3,3,3600.0,123.42336000000022,678.5496500000005,162.24,-180.0,refurbish,678.5496500000005
380,1,34,ViksTek,2,1,3600.0,-901.30224,-421.22515,162.24,-180.0,recycle,162.24
381,2,27,ElektroNor,1,2,4800.0,-602.7192,174.83360000000005,256.32,-180.0,recycle,256.32
382,2,24,FjordLine,2,3,2400.0,-637.1808,-81.61023999999995,68.16,-180.0,recycle,68.16
383,3,19,ViksTek,3,2,3600.0,-177.37031999999994,539.1230000000002,162.24,-180.0,refurbish,539.1230000000002
384,4,19,ElektroNor,4,3,4800.0,1315.558272,1493.5736479999998,256.32,-180.0,refurbish,1493.5736479999998
385,3,21,ElektroNor,2,3,4800.0,330.77952000000016,998.4578,256.32,-180.0,refurbish,998.4578
386,3,36,NordicTech,3,3,6200.0,612.2774400000001,1354.7531000000001,366.08,-180.0,refurbish,1354.7531000000001
387,1,39,ElektroNor,1,1,4800.0,-898.66848,-389.7463,256.32,-180.0,recycle,256.32
388,1,31,ViksTek,1,1,3600.0,-903.80784,-426.5120875,162.24,-180.0,recycle,162.24
389,3,20,ViksTek,3,2,3600.0,-184.47059999999982,532.9400000000003,162.24,-180.0,refurbish,532.9400000000003
390,4,19,NordicTech,2,4,6200.0,1903.1340799999996,2013.3842900000004,366.08,-180.0,refurbish,2013.3842900000004
391,3,12,ElektroNor,4,3,4800.0,715.7717760000003,1214.8059199999998,256.32,-180.0,refurbish,1214.8059199999998
392,3,22,NordicTech,4,3,6200.0,988.6312640000001,1582.73738,366.08,-180.0,refurbish,1582.73738
393,1,19,NordicTech,1,1,6200.0,-880.78632,-308.36085625,366.08,-180.0,recycle,366.08
394,3,17,NordicTech,2,3,6200.0,741.1833600000003,1471.2561500000006,366.08,-180.0,refurbish,1471.2561500000006
395,3,22,ViksTek,3,4,3600.0,333.2043600000002,768.2031500000002,162.24,-180.0,refurbish,768.2031500000002
396,1,41,ViksTek,2,1,3600.0,-903.50976,-427.920475,162.24,-180.0,recycle,162.24
397,4,11,ViksTek,4,5,3600.0,1366.92672,1223.4001999999998,162.24,-180.0,repair,1366.92672
398,3,22,FjordLine,3,3,2400.0,-199.07903999999985,300.61940000000004,68.16,-180.0,refurbish,300.61940000000004
399,5,6,NordicTech,5,5,6200.0,3998.979999999999,2728.1850000000004,366.08,-180.0,repair,3998.979999999999
400,5,8,NordicTech,5,5,6200.0,3916.139999999999,2694.08,366.08,-180.0,repair,3916.139999999999
401,2,25,ViksTek,2,2,3600.0,-640.92,38.03000000000003,162.24,-180.0,recycle,162.24
402,3,19,NordicTech,3,3,6200.0,906.8697600000004,1555.3067750000002,366.08,-180.0,refurbish,1555.3067750000002
403,1,33,ElektroNor,2,1,4800.0,-891.9782399999999,-371.90965,256.32,-180.0,recycle,256.32
404,3,5,FjordLine,4,3,2400.0,-18.12287999999991,411.3643999999999,68.16,-180.0,refurbish,411.3643999999999
405,2,18,NordicTech,2,2,6200.0,-412.59079999999994,484.37240000000037,366.08,-180.0,refurbish,484.37240000000037
406,3,16,ViksTek,3,3,3600.0,195.71712,728.3228000000003,162.24,-180.0,refurbish,728.3228000000003
407,4,19,NordicTech,5,3,6200.0,2027.8239999999998,2110.1306,366.08,-180.0,refurbish,2110.1306
408,1,27,ViksTek,2,1,3600.0,-899.0947199999999,-414.52982499999996,162.24,-180.0,recycle,162.24
409,2,10,NordicTech,3,3,6200.0,-24.167999999999893,764.88935,366.08,-180.0,refurbish,764.88935
410,1,26,NordicTech,1,1,6200.0,-884.03628,-318.8662374999999,366.08,-180.0,recycle,366.08
411,4,13,ElektroNor,3,4,4800.0,1693.0579200000002,1636.7129599999998,256.32,-180.0,repair,1693.0579200000002
412,2,28,ViksTek,2,3,3600.0,-522.1344,118.55048000000018,162.24,-180.0,recycle,162.24
413,4,12,NordicTech,4,4,6200.0,2705.7469759999994,2339.853944,366.08,-180.0,repair,2705.7469759999994
414,2,24,NordicTech,2,3,6200.0,-219.60639999999987,603.6756800000002,366.08,-180.0,refurbish,603.6756800000002
415,3,23,NordicTech,2,2,6200.0,155.10864000000018,1145.2190000000003,366.08,-180.0,refurbish,1145.2190000000003
416,3,20,ElektroNor,4,3,4800.0,599.2569600000002,1138.4312000000002,256.32,-180.0,refurbish,1138.4312000000002
417,1,33,FjordLine,1,1,2400.0,-912.24768,-474.000925,68.16,-180.0,recycle,68.16
418,3,19,ElektroNor,3,3,4800.0,507.2582400000002,1098.5216,256.32,-180.0,refurbish,1098.5216
419,3,26,NordicTech,4,3,6200.0,914.1213120000002,1534.13654,366.08,-180.0,refurbish,1534.13654
420,4,15,ElektroNor,4,5,4800.0,1982.8704,1723.694,256.32,-180.0,repair,1982.8704
421,5,13,NordicTech,4,5,6200.0,3574.465279999999,2548.23885,366.08,-180.0,repair,3574.465279999999
422,2,30,ViksTek,3,1,3600.0,-762.7620000000001,-67.58387499999992,162.24,-180.0,recycle,162.24
423,5,14,FjordLine,4,5,2400.0,891.1636799999999,721.9255999999998,68.16,-180.0,repair,891.1636799999999
424,3,15,ElektroNor,4,2,4800.0,171.42912000000007,955.7959999999999,256.32,-180.0,refurbish,955.7959999999999
425,3,24,FjordLine,2,3,2400.0,-285.7977599999999,250.64960000000013,68.16,-180.0,refurbish,250.64960000000013
426,3,18,ElektroNor,2,2,4800.0,-38.210639999999756,815.576,256.32,-180.0,refurbish,815.576
427,4,17,FjordLine,5,5,2400.0,604.464,655.25,68.16,-180.0,refurbish,655.25
428,2,19,NordicTech,1,3,6200.0,-273.8176000000001,573.4215950000001,366.08,-180.0,refurbish,573.4215950000001
429,4,13,NordicTech,4,3,6200.0,2104.587136,2146.5071240000007,366.08,-180.0,refurbish,2146.5071240000007
430,4,8,ElektroNor,3,4,4800.0,1810.1587199999997,1695.9833600000002,256.32,-180.0,repair,1810.1587199999997
431,4,18,ElektroNor,4,4,4800.0,1761.7570560000001,1641.0100639999998,256.32,-180.0,repair,1761.7570560000001
432,2,31,ElektroNor,1,2,4800.0,-616.0776,157.38080000000005,256.32,-180.0,recycle,256.32
433,3,22,NordicTech,2,2,6200.0,165.74696000000017,1154.9660000000003,366.08,-180.0,refurbish,1154.9660000000003
434,3,11,NordicTech,2,3,6200.0,834.0268800000005,1538.5104500000002,366.08,-180.0,refurbish,1538.5104500000002
435,4,20,ElektroNor,4,4,4800.0,1711.4438399999997,1616.60336,256.32,-180.0,repair,1711.4438399999997
436,5,10,ElektroNor,4,5,4800.0,2686.2624,1917.398,256.32,-180.0,repair,2686.2624
437,4,18,NordicTech,4,4,6200.0,2512.698464,2246.667116,366.08,-180.0,repair,2512.698464
438,3,5,NordicTech,4,3,6200.0,1305.29856,1789.2909499999998,366.08,-180.0,refurbish,1789.2909499999998
439,3,30,ElektroNor,3,4,4800.0,599.6292000000001,1099.3279999999997,256.32,-180.0,refurbish,1099.3279999999997
440,3,22,ViksTek,4,3,3600.0,211.4113920000002,722.1376399999999,162.24,-180.0,refurbish,722.1376399999999
441,5,3,ViksTek,5,4,3600.0,1923.9215999999992,1400.7956,162.24,-180.0,repair,1923.9215999999992
442,3,22,NordicTech,3,2,6200.0,297.10698000000025,1246.0130000000004,366.08,-180.0,refurbish,1246.0130000000004
443,5,12,ElektroNor,4,5,4800.0,2623.37088,1891.1095999999995,256.32,-180.0,repair,2623.37088
444,3,23,ViksTek,2,4,3600.0,190.47408000000024,696.2319500000002,162.24,-180.0,refurbish,696.2319500000002
445,2,13,NordicTech,2,2,6200.0,-388.4127999999999,513.6134000000002,366.08,-180.0,refurbish,513.6134000000002
446,4,20,ViksTek,4,4,3600.0,1079.8108799999998,1103.1735200000003,162.24,-180.0,refurbish,1103.1735200000003
447,4,16,ViksTek,3,4,3600.0,1014.4204799999999,1092.37784,162.24,-180.0,refurbish,1092.37784
448,2,15,ViksTek,1,2,3600.0,-649.038,40.379000000000076,162.24,-180.0,recycle,162.24
449,3,13,ElektroNor,4,2,4800.0,191.45510400000015,972.3992000000001,256.32,-180.0,refurbish,972.3992000000001
450,3,14,NordicTech,3,3,6200.0,993.5145600000003,1614.2931500000007,366.08,-180.0,refurbish,1614.2931500000007
451,1,24,ElektroNor,2,1,4800.0,-888.25872,-360.6952,256.32,-180.0,recycle,256.32
452,3,26,ViksTek,3,2,3600.0,-227.0722799999999,495.8420000000002,162.24,-180.0,refurbish,495.8420000000002
453,2,26,NordicTech,2,1,6200.0,-668.8776,246.78927500000015,366.08,-180.0,recycle,366.08
454,2,30,ViksTek,2,1,3600.0,-780.204,-92.19774999999993,162.24,-180.0,recycle,162.24
455,2,23,ElektroNor,1,2,4800.0,-589.3607999999999,192.28640000000001,256.32,-180.0,recycle,256.32
456,4,21,NordicTech,5,5,6200.0,2697.52,2311.7450000000003,366.08,-180.0,repair,2697.52
457,2,19,FjordLine,2,2,2400.0,-718.7208,-134.30559999999997,68.16,-180.0,recycle,68.16
458,3,22,ViksTek,3,4,3600.0,333.2043600000002,768.2031500000002,162.24,-180.0,refurbish,768.2031500000002
459,4,20,NordicTech,5,4,6200.0,2549.2799999999997,2269.7420000000006,366.08,-180.0,repair,2549.2799999999997
460,2,10,FjordLine,2,2,2400.0,-700.7819999999999,-112.14399999999993,68.16,-180.0,recycle,68.16
461,2,23,NordicTech,1,1,6200.0,-693.2172,216.90820625000006,366.08,-180.0,recycle,366.08
462,4,10,ElektroNor,4,4,4800.0,1963.0099200000002,1738.6368799999998,256.32,-180.0,repair,1963.0099200000002
463,2,24,ViksTek,3,2,3600.0,-604.0326,72.92480000000012,162.24,-180.0,recycle,162.24
464,5,18,NordicTech,5,5,6200.0,3501.9399999999996,2523.5550000000003,366.08,-180.0,repair,3501.9399999999996
465,4,15,NordicTech,4,3,6200.0,2050.3980800000004,2117.3466200000003,366.08,-180.0,refurbish,2117.3466200000003
466,1,37,NordicTech,1,1,6200.0,-889.14336,-335.37469375,366.08,-180.0,recycle,366.08
467,2,14,ElektroNor,1,2,4800.0,-559.3044,231.5552,256.32,-180.0,recycle,256.32
468,4,16,FjordLine,4,4,2400.0,500.67993599999994,615.737984,68.16,-180.0,refurbish,615.737984
469,4,11,NordicTech,4,5,6200.0,2930.9702399999996,2415.2909,366.08,-180.0,repair,2930.9702399999996
470,1,35,NordicTech,1,1,6200.0,-888.2148,-332.37315624999997,366.08,-180.0,recycle,366.08
471,5,17,ElektroNor,5,5,4800.0,2566.608,1871.2849999999996,256.32,-180.0,repair,2566.608
472,3,23,NordicTech,3,3,6200.0,837.5539200000004,1508.1176750000009,366.08,-180.0,refurbish,1508.1176750000009
473,2,31,NordicTech,2,3,6200.0,-268.84159999999997,556.5976700000001,366.08,-180.0,refurbish,556.5976700000001
474,5,5,NordicTech,5,4,6200.0,3791.8799999999987,2678.73275,366.08,-180.0,repair,3791.8799999999987
475,3,18,NordicTech,3,3,6200.0,924.1987200000003,1567.1040500000004,366.08,-180.0,refurbish,1567.1040500000004
476,2,19,NordicTech,1,2,6200.0,-478.87460000000004,422.9753000000003,366.08,-180.0,refurbish,422.9753000000003
477,2,24,NordicTech,2,1,6200.0,-663.6024,256.2926000000002,366.08,-180.0,recycle,366.08
478,3,13,NordicTech,3,2,6200.0,404.32992000000036,1338.3395000000005,366.08,-180.0,refurbish,1338.3395000000005
479,2,29,NordicTech,2,2,6200.0,-465.78239999999994,420.0422000000002,366.08,-180.0,refurbish,420.0422000000002
480,3,30,NordicTech,3,3,6200.0,716.2512000000002,1425.5367500000002,366.08,-180.0,refurbish,1425.5367500000002
481,2,35,NordicTech,2,2,6200.0,-494.796,384.95300000000003,366.08,-180.0,refurbish,384.95300000000003
482,4,0,NordicTech,4,4,6200.0,3091.844,2526.2276000000006,366.08,-180.0,repair,3091.844
483,4,14,ViksTek,3,4,3600.0,1050.0979200000002,1110.5558600000002,162.24,-180.0,refurbish,1110.5558600000002
484,5,12,ViksTek,4,5,3600.0,1773.6741599999998,1313.5172,162.24,-180.0,repair,1773.6741599999998
485,5,13,NordicTech,5,5,6200.0,3709.0399999999995,2608.8175000000006,366.08,-180.0,repair,3709.0399999999995
486,4,13,FjordLine,4,4,2400.0,540.0564480000002,635.2337119999999,68.16,-180.0,refurbish,635.2337119999999
487,4,7,NordicTech,4,4,6200.0,2866.620736,2417.509634,366.08,-180.0,repair,2866.620736
488,4,4,ViksTek,5,3,3600.0,1077.2448000000002,1172.7104000000002,162.24,-180.0,refurbish,1172.7104000000002
489,3,13,FjordLine,2,3,2400.0,-215.63711999999987,302.5652000000002,68.16,-180.0,refurbish,302.5652000000002
490,2,28,NordicTech,3,2,6200.0,-404.7158999999999,478.67720000000025,366.08,-180.0,refurbish,478.67720000000025
491,4,25,ViksTek,4,4,3600.0,984.1056000000003,1056.4187,162.24,-180.0,refurbish,1056.4187
